;Codigo Municipio;Nombre;Clase;CodProv
1808;11040;VILLALUENGA DEL ROSARIO;7;11
1809;11041;VILLAMARTIN;1341;11
1810;11042;ZAHARA;98;11
1811;12002;AIN;7;12
1812;12003;ALBOCASSER;39;12
1813;12004;ALCALA DE XIVERT;1635;12
1814;12005;ALCORA (L');760;12
1815;12006;ALCUDIA DE VEO;7;12
1816;12007;ALFONDEGUILLA;42;12
1817;12008;ALGIMIA DE ALMONACID;7;12
1818;12009;ALMAZORA;4823;12
1819;12010;ALMEDIJAR;4;12
1820;12011;ALMENARA;728;12
1821;12901;ALQUERÍAS DEL NIÑO PERDIDO;665;12
1822;12012;ALTURA;371;12
1823;12013;ARAÑUEL;11;12
1824;12014;ARES DEL MAESTRE;21;12
1825;12015;ARGELITA;7;12
1826;12016;ARTANA;158;12
1827;12001;ATZENETA DEL MAESTRAT;81;12
1828;12017;AYODAR;18;12
1829;12018;AZUEBAR;32;12
1830;12020;BARRACAS;53;12
1831;12022;BEJIS;28;12
1832;12024;BENAFER;53;12
1833;12025;BENAFIGOS;0;12
1834;12026;BENASAL;77;12
1835;12027;BENICARLO;5380;12
1836;12028;BENICASIM;4746;12
1837;12029;BENLLOCH;88;12
1838;12021;BETXI;609;12
1839;12032;BURRIANA;8215;12
1840;12031;BORRIOL;802;12
1841;12033;CABANES;1278;12
1842;12034;CALIG;123;12
1843;12036;CANET LO ROIG;39;12
1844;12037;CASTELL DE CABRES;4;12
1845;12038;CASTELLFORT;11;12
1846;12039;CASTELLNOVO;32;12
1847;12040;CASTELLON DE LA PLANA;1649;12
1848;12041;CASTILLO DE VILLAMALEFA;7;12
1849;12042;CATI;18;12
1850;12043;CAUDIEL;63;12
1851;12044;CERVERA DEL MAESTRE;70;12
1852;12053;CHILCHES;515;12
1853;12055;CHODOS;14;12
1854;12056;CHOVAR;21;12
1855;12045;CINCTORRES;4;12
1856;12046;CIRAT;28;12
1857;12048;CORTES DE ARENOSO;18;12
1858;12049;COSTUR;63;12
1859;12050;COVES DE VINROMA (LES);105;12
1860;12051;CULLA;28;12
1861;12057;ESLIDA;18;12
1862;12058;ESPADILLA;18;12
1863;12059;FANZARA;21;12
1864;12060;FIGUEROLES;67;12
1865;12061;FORCALL;4;12
1866;12063;FUENTE LA REINA;7;12
1867;12064;FUENTES DE AYODAR;7;12
1868;12065;GAIBIEL;11;12
1869;12067;GELDO;32;12
1870;12068;HERBES;4;12
1871;12069;HIGUERAS;4;12
1872;12070;JANA (LA);49;12
1873;12071;JERICA;137;12
1874;12074;LLOSA (LA);158;12
1875;12072;LUCENA DEL CID;102;12
1876;12073;LUDIENTE;4;12
1877;12075;MATA DE MORELLA (LA);4;12
1878;12076;MATET;21;12
1879;12077;MONCOFA;1057;12
1880;12078;MONTAN;42;12
1881;12079;MONTANEJOS;158;12
1882;12080;MORELLA;84;12
1883;12081;NAVAJAS;74;12
1884;12082;NULES;2552;12
1885;12083;OLOCAU DEL REY;0;12
1886;12084;ONDA;2923;12
1887;12085;OROPESA DEL MAR;2856;12
1888;12087;PALANQUES;0;12
1889;12088;PAVIAS;0;12
1890;12089;PEÑISCOLA;2307;12
1891;12090;PINA DE MONTALGRAO;28;12
1892;12093;POBLA DE BENIFASSA (LA);39;12
1893;12094;POBLA TORNESA (LA);210;12
1894;12091;PORTELL DE MORELLA;0;12
1895;12092;PUEBLA DE ARENOSO;4;12
1896;12095;RIBESALBES;14;12
1897;12096;ROSSELL;74;12
1898;12097;SACAÑET;25;12
1899;12098;SALZADELLA (LA);46;12
1900;12101;SAN RAFAEL DEL RIO;32;12
1901;12902;SANT JOAN DE MORO;189;12
1902;12099;SAN JORGE;144;12
1903;12100;SANT MATEU;266;12
1904;12102;SANTA MAGDALENA DE PULPIS;130;12
1905;12104;SEGORBE;1043;12
1906;12103;SARRATELLA;0;12
1907;12105;SIERRA ENGARCERAN;39;12
1908;12106;SONEJA;133;12
1909;12107;SOT DE FERRER;74;12
1910;12108;SUERA-SUERAS;21;12
1911;12109;TALES;39;12
1912;12110;TERESA;35;12
1913;12111;TIRIG;39;12
1914;12112;TODOLELLA;0;12
1915;12113;TOGA;14;12
1916;12114;TORAS;60;12
1917;12115;TORO (EL);25;12
1918;12116;TORRALBA DEL PINAR;11;12
1919;12119;TORRE D'EN BESORA (LA);0;12
1920;12120;TORRE ENDOMENECH;4;12
1921;12117;TORREBLANCA;865;12
1922;12118;TORRECHIVA;4;12
1923;12121;TRAIGUERA;147;12
1924;12122;LES USERES-USERAS;182;12
1925;12124;VALL D'ALBA;322;12
1926;12125;VALL DE ALMONACID;14;12
1927;12126;VALL D'UIXO (LA);4141;12
1928;12123;VALLAT;4;12
1929;12127;VALLIBONA;4;12
1930;12128;VILAFAMES;266;12
1931;12132;VILANOVA D'ALCOLEA;60;12
1932;12134;VILAR DE CANES;11;12
1933;12135;VILLARREAL;382;12
1934;12136;VILLAVIEJA;196;12
1935;12129;VILLAFRANCA DEL CID;109;12
1936;12130;VILLAHERMOSA DEL RIO;11;12
1937;12131;VILLAMALUR;11;12
1938;12133;VILLANUEVA DE VIVER;0;12
1939;12137;VILLORES;4;12
1940;12138;VINAROS;5376;12
1941;12139;VISTABELLA DEL MAESTRAZGO;32;12
1942;12140;VIVER;256;12
1943;12052;CHERT;32;12
1944;12141;ZORITA DEL MAESTRAZGO;21;12
1945;12142;ZUCAINA;28;12
1946;13001;ABENOJAR;67;13
1947;13002;AGUDO;137;13
1948;13003;ALAMILLO;25;13
1949;13004;ALBALADEJO;42;13
1950;13005;ALCAZAR DE SAN JUAN;438;13
1951;13006;ALCOBA;46;13
1952;13007;ALCOLEA DE CALATRAVA;130;13
1953;13008;ALCUBILLAS;39;13
1954;13009;ALDEA DEL REY;84;13
1955;13010;ALHAMBRA;88;13
1956;13011;ALMADEN;448;13
1957;13012;ALMADENEJOS;25;13
1958;13013;ALMAGRO;518;13
1959;13014;ALMEDINA;21;13
1960;13015;ALMODOVAR DEL CAMPO;319;13
1961;13016;ALMURADIEL;84;13
1962;13017;ANCHURAS;35;13
1963;13903;ARENALES DE SAN GREGORIO;35;13
1964;13018;ARENAS DE SAN JUAN;123;13
1965;13019;ARGAMASILLA DE ALBA;760;13
1966;13020;ARGAMASILLA DE CALATRAVA;599;13
1967;13021;ARROBA DE LOS MONTES;21;13
1968;13022;BALLESTEROS DE CALATRAVA;28;13
1969;13023;BOLAÑOS DE CALATRAVA;949;13
1970;13024;BRAZATORTAS;63;13
1971;13025;CABEZARADOS;11;13
1972;13026;CABEZARRUBIAS DEL PUERTO;21;13
1973;13027;CALZADA DE CALATRAVA;252;13
1974;13028;CAMPO DE CRIPTANA;623;13
1975;13029;CAÑADA DE CALATRAVA;42;13
1976;13030;CARACUEL DE CALATRAVA;32;13
1977;13031;CARRION DE CALATRAVA;280;13
1978;13032;CARRIZOSA;14;13
1979;13033;CASTELLAR DE SANTIAGO;88;13
1980;13038;CHILLON;63;13
1981;13034;CIUDAD REAL;739;13
1982;13035;CORRAL DE CALATRAVA;91;13
1983;13036;CORTIJOS (LOS);39;13
1984;13037;COZAR;63;13
1985;13039;DAIMIEL;1778;13
1986;13040;FERNANCABALLERO;140;13
1987;13041;FONTANAREJO;18;13
1988;13042;FUENCALIENTE;77;13
1989;13043;FUENLLANA;7;13
1990;13044;FUENTE EL FRESNO;214;13
1991;13045;GRANATULA DE CALATRAVA;98;13
1992;13046;GUADALMEZ;42;13
1993;13047;HERENCIA;630;13
1994;13048;HINOJOSAS DE CALATRAVA;28;13
1995;13049;HORCAJO DE LOS MONTES;42;13
1996;13050;LABORES (LAS);46;13
1997;13904;LLANOS DEL CAUDILLO;140;13
1998;13051;LUCIANA;49;13
1999;13052;MALAGON;690;13
2000;13053;MANZANARES;2062;13
2001;13054;MEMBRILLA;235;13
2002;13055;MESTANZA;32;13
2003;13056;MIGUELTURRA;1057;13
2004;13057;MONTIEL;32;13
2005;13058;MORAL DE CALATRAVA;252;13
2006;13059;NAVALPINO;21;13
2007;13060;NAVAS DE ESTENA;28;13
2008;13061;PEDRO MUÑOZ;546;13
2009;13062;PICON;81;13
2010;13063;PIEDRABUENA;305;13
2011;13064;POBLETE;200;13
2012;13065;PORZUNA;504;13
2013;13066;POZUELO DE CALATRAVA;399;13
2014;13067;POZUELOS DE CALATRAVA (LOS);18;13
2015;13068;PUEBLA DE DON RODRIGO;53;13
2016;13069;PUEBLA DEL PRINCIPE;39;13
2017;13070;PUERTO LAPICE;158;13
2018;13071;PUERTOLLANO;231;13
2019;13072;RETUERTA DEL BULLAQUE;60;13
2020;13901;ROBLEDO (EL);144;13
2021;13902;RUIDERA;67;13
2022;13073;SACERUELA;21;13
2023;13074;SAN CARLOS DEL VALLE;60;13
2024;13075;SAN LORENZO DE CALATRAVA;7;13
2025;13076;SANTA CRUZ DE LOS CAÑAMOS;21;13
2026;13077;SANTA CRUZ DE MUDELA;280;13
2027;13078;SOCUELLAMOS;875;13
2028;13080;SOLANA DEL PINO;7;13
2029;13079;SOLANA (LA);466;13
2030;13081;TERRINCHES;14;13
2031;13082;TOMELLOSO;4102;13
2032;13083;TORRALBA DE CALATRAVA;284;13
2033;13084;TORRE DE JUAN ABAD;123;13
2034;13085;TORRENUEVA;130;13
2035;13086;VALDEMANCO DEL ESTERAS;7;13
2036;13087;VALDEPEÑAS;326;13
2037;13088;VALENZUELA DE CALATRAVA;35;13
2038;13089;VILLAHERMOSA;56;13
2039;13090;VILLAMANRIQUE;67;13
2040;13091;VILLAMAYOR DE CALATRAVA;74;13
2041;13092;VILLANUEVA DE LA FUENTE;147;13
2042;13093;VILLANUEVA DE LOS INFANTES;312;13
2043;13094;VILLANUEVA DE SAN CARLOS;11;13
2044;13095;VILLAR DEL POZO;14;13
2045;13096;VILLARRUBIA DE LOS OJOS;644;13
2046;13097;VILLARTA DE SAN JUAN;301;13
2047;13098;VISO DEL MARQUES;196;13
2048;14001;ADAMUZ;315;14
2049;14002;AGUILAR DE LA FRONTERA;634;14
2050;14003;ALCARACEJOS;207;14
2051;14004;ALMEDINILLA;119;14
2052;14005;ALMODOVAR DEL RIO;403;14
2053;14006;AÑORA;144;14
2054;14007;BAENA;1575;14
2055;14008;BELALCAZAR;154;14
2056;14009;BELMEZ;154;14
2057;14010;BENAMEJI;235;14
2058;14011;BLAZQUEZ (LOS);39;14
2059;14012;BUJALANCE;438;14
2060;14013;CABRA;270;14
2061;14014;CAÑETE DE LAS TORRES;126;14
2062;14015;CARCABUEY;144;14
2063;14016;CARDEÑA;102;14
2064;14017;CARLOTA (LA);1103;14
2065;14018;CARPIO (EL);217;14
2066;14019;CASTRO DEL RIO;364;14
2067;14020;CONQUISTA;14;14
2068;14021;CORDOBA;2072;14
2069;14022;DOÑA MENCIA;105;14
2070;14023;DOS TORRES;179;14
2071;14024;ENCINAS REALES;109;14
2072;14025;ESPEJO;179;14
2073;14026;ESPIEL;231;14
2074;14027;FERNAN-NUÑEZ;399;14
2075;14028;FUENTE LA LANCHA;21;14
2076;14029;FUENTE OBEJUNA;291;14
2077;14030;FUENTE PALMERA;672;14
2078;14031;FUENTE-TOJAR;28;14
2079;14032;GRANJUELA (LA);49;14
2080;14033;GUADALCAZAR;53;14
2081;14034;GUIJO (EL);7;14
2082;14035;HINOJOSA DEL DUQUE;480;14
2083;14036;HORNACHUELOS;455;14
2084;14037;IZNAJAR;336;14
2085;14038;LUCENA;504;14
2086;14039;LUQUE;210;14
2087;14040;MONTALBAN DE CORDOBA;151;14
2088;14041;MONTEMAYOR;140;14
2089;14042;MONTILLA;1187;14
2090;14043;MONTORO;910;14
2091;14044;MONTURQUE;179;14
2092;14045;MORILES;119;14
2093;14046;NUEVA CARTEYA;242;14
2094;14047;OBEJO;116;14
2095;14048;PALENCIANA;32;14
2096;14049;PALMA DEL RIO;2209;14
2097;14050;PEDRO ABAD;179;14
2098;14051;PEDROCHE;109;14
2099;14052;PEÑARROYA-PUEBLONUEVO;1208;14
2100;14053;POSADAS;564;14
2101;14054;POZOBLANCO;1243;14
2102;14055;PRIEGO DE CORDOBA;1141;14
2103;14056;PUENTE GENIL;3329;14
2104;14057;RAMBLA (LA);459;14
2105;14058;RUTE;606;14
2106;14059;SAN SEBASTIAN DE LOS BALLESTEROS;11;14
2107;14061;SANTA EUFEMIA;32;14
2108;14060;SANTAELLA;697;14
2109;14062;TORRECAMPO;63;14
2110;14063;VALENZUELA;42;14
2111;14064;VALSEQUILLO;39;14
2112;14065;VICTORIA (LA);123;14
2113;14066;VILLA DEL RIO;543;14
2114;14067;VILLAFRANCA DE CORDOBA;343;14
2115;14068;VILLAHARTA;28;14
2116;14069;VILLANUEVA DE CORDOBA;424;14
2117;14070;VILLANUEVA DEL DUQUE;161;14
2118;14071;VILLANUEVA DEL REY;60;14
2119;14072;VILLARALTO;49;14
2120;14073;VILLAVICIOSA DE CORDOBA;165;14
2121;14074;VISO (EL);112;14
2122;14075;ZUHEROS;42;14
2123;15001;ABEGONDO;431;15
2124;15002;AMES;2916;15
2125;15003;ARANGA;130;15
2126;15004;ARES;602;15
2127;15005;ARTEIXO;3574;15
2128;15006;ARZUA;203;15
2129;15007;BAÑA (A);144;15
2130;15008;BERGONDO;669;15
2131;15009;BETANZOS;1754;15
2132;15010;BOIMORTO;77;15
2133;15011;BOIRO;2688;15
2134;15012;BOQUEIXON;224;15
2135;15013;BRION;399;15
2136;15014;CABANA DE BERGANTIÑOS;172;15
2137;15015;CABANAS;266;15
2138;15016;CAMARIÑAS;494;15
2139;15017;CAMBRE;2027;15
2140;15018;CAPELA (A);53;15
2141;15019;CARBALLO;3819;15
2142;15901;CARIÑO;186;15
2143;15020;CARNOTA;137;15
2144;15021;CARRAL;546;15
2145;15022;CEDEIRA;410;15
2146;15023;CEE;648;15
2147;15024;CERCEDA;259;15
2148;15025;CERDIDO;53;15
2149;15027;COIROS;203;15
2150;15028;CORCUBION;147;15
2151;15029;CORISTANCO;466;15
2152;15030;CORUÑA A;2069;15
2153;15031;CULLEREDO;4099;15
2154;15032;CURTIS;343;15
2155;15033;DODRO;116;15
2156;15034;DUMBRIA;200;15
2157;15035;FENE;728;15
2158;15036;FERROL;280;15
2159;15037;FISTERRA;469;15
2160;15038;FRADES;109;15
2161;15039;IRIXOA;67;15
2162;15041;LARACHA;763;15
2163;15040;LAXE;221;15
2164;15042;LOUSAME;273;15
2165;15043;MALPICA DE BERGANTIÑOS;469;15
2166;15044;MAÑON;67;15
2167;15045;MAZARICOS;263;15
2168;15046;MELIDE;774;15
2169;15047;MESIA;133;15
2170;15048;MIÑO;396;15
2171;15049;MOECHE;70;15
2172;15050;MONFERO;81;15
2173;15051;MUGARDOS;410;15
2174;15053;MUROS;634;15
2175;15052;MUXIA;270;15
2176;15054;NARON;326;15
2177;15055;NEDA;308;15
2178;15056;NEGREIRA;378;15
2179;15057;NOIA;1141;15
2180;15058;OLEIROS;3455;15
2181;15059;ORDES;1110;15
2182;15060;OROSO;459;15
2183;15061;ORTIGUEIRA;459;15
2184;15062;OUTES;308;15
2185;15902;OZA-CESURAS;46;15
2186;15064;PADERNE;98;15
2187;15065;PADRON;893;15
2188;15066;PINO (O);249;15
2189;15067;POBRA DO CARAMIÑAL (A);1411;15
2190;15068;PONTECESO;389;15
2191;15069;PONTEDEUME;592;15
2192;15070;PONTES DE GARCIA RODRIGUEZ (AS);245;15
2193;15071;PORTO DO SON;672;15
2194;15072;RIANXO;728;15
2195;15073;RIBEIRA;266;15
2196;15074;ROIS;228;15
2197;15075;SADA;1351;15
2198;15076;SAN SADURNIÑO;133;15
2199;15077;SANTA COMBA;532;15
2200;15078;SANTIAGO DE COMPOSTELA;1180;15
2201;15079;SANTISO;53;15
2202;15080;SOBRADO;84;15
2203;15081;SOMOZAS (AS);84;15
2204;15082;TEO;1211;15
2205;15083;TOQUES;74;15
2206;15084;TORDOIA;105;15
2207;15085;TOURO;221;15
2208;15086;TRAZO;102;15
2209;15088;VAL DO DUBRA;217;15
2210;15087;VALDOVIÑO;399;15
2211;15089;VEDRA;305;15
2212;15091;VILARMAIOR;25;15
2213;15090;VILASANTAR;77;15
2214;15092;VIMIANZO;627;15
2215;15093;ZAS;340;15
2216;16001;ABIA DE LA OBISPALIA;7;16
2217;16002;ACEBRON (EL);18;16
2218;16003;ALARCON;25;16
2219;16004;ALBALADEJO DEL CUENDE;21;16
2220;16005;ALBALATE DE LAS NOGUERAS;0;16
2221;16006;ALBENDEA;4;16
2222;16007;ALBERCA DE ZANCARA (LA);203;16
2223;16008;ALCALA DE LA VEGA;14;16
2224;16009;ALCANTUD;4;16
2225;16010;ALCAZAR DEL REY;32;16
2226;16011;ALCOHUJATE;4;16
2227;16012;ALCONCHEL DE LA ESTRELLA;7;16
2228;16013;ALGARRA;7;16
2229;16014;ALIAGUILLA;14;16
2230;16015;ALMARCHA (LA);74;16
2231;16016;ALMENDROS;21;16
2232;16017;ALMODOVAR DEL PINAR;88;16
2233;16018;ALMONACID DEL MARQUESADO;14;16
2234;16019;ALTAREJOS;14;16
2235;16020;ARANDILLA DEL ARROYO;0;16
2236;16905;ARCAS DEL VILLAR;168;16
2237;16022;ARCOS DE LA SIERRA;0;16
2238;16024;ARGUISUELAS;7;16
2239;16025;ARRANCACEPAS;4;16
2240;16026;ATALAYA DEL CAÑAVATE;49;16
2241;16027;BARAJAS DE MELO;221;16
2242;16029;BARCHIN DEL HOYO;11;16
2243;16030;BASCUÑANA DE SAN PEDRO;4;16
2244;16031;BEAMUD;7;16
2245;16032;BELINCHON;88;16
2246;16033;BELMONTE;144;16
2247;16034;BELMONTEJO;28;16
2248;16035;BETETA;25;16
2249;16036;BONICHES;18;16
2250;16038;BUCIEGAS;11;16
2251;16039;BUENACHE DE ALARCON;32;16
2252;16040;BUENACHE DE LA SIERRA;4;16
2253;16041;BUENDIA;35;16
2254;16042;CAMPILLO DE ALTOBUEY;81;16
2255;16043;CAMPILLOS-PARAVIENTOS;0;16
2256;16044;CAMPILLOS-SIERRA;4;16
2257;16901;CAMPOS PARAI;60;16
2258;16045;CANALEJAS DEL ARROYO;7;16
2259;16046;CAÑADA DEL HOYO;7;16
2260;16047;CAÑADA JUNCOSA;21;16
2261;16048;CAÑAMARES;53;16
2262;16049;CAÑAVATE (EL);21;16
2263;16050;CAÑAVERAS;63;16
2264;16051;CAÑAVERUELAS;7;16
2265;16052;CAÑETE;63;16
2266;16053;CAÑIZARES;35;16
2267;16055;CARBONERAS DE GUADAZAON;28;16
2268;16056;CARDENETE;56;16
2269;16057;CARRASCOSA;53;16
2270;16058;CARRASCOSA DE HARO;0;16
2271;16060;CASAS DE BENITEZ;77;16
2272;16061;CASAS DE FERNANDO ALONSO;165;16
2273;16062;CASAS DE GARCIMOLINA;0;16
2274;16063;CASAS DE GUIJARRO;4;16
2275;16064;CASAS DE HARO;98;16
2276;16065;CASAS DE LOS PINOS;81;16
2277;16066;CASASIMARRO;249;16
2278;16067;CASTEJON;21;16
2279;16068;CASTILLEJO DE INIESTA;53;16
2280;16070;CASTILLEJO-SIERRA;4;16
2281;16072;CASTILLO DE GARCIMUÑOZ;67;16
2282;16071;CASTILLO-ALBARAÑEZ;0;16
2283;16073;CERVERA DEL LLANO;35;16
2284;16023;CHILLARON DE CUENCA;172;16
2285;16081;CHUMILLAS;7;16
2286;16074;CIERVA (LA);4;16
2287;16078;CUENCA;413;16
2288;16079;CUEVA DEL HIERRO;0;16
2289;16082;ENGUIDANOS;56;16
2290;16083;FRESNEDA DE ALTAREJOS;7;16
2291;16084;FRESNEDA DE LA SIERRA;0;16
2292;16085;FRONTERA (LA);4;16
2293;16086;FUENTE DE PEDRO NAHARRO;60;16
2294;16087;FUENTELESPINO DE HARO;21;16
2295;16088;FUENTELESPINO DE MOYA;0;16
2296;16904;FUENTENAVA DE JABAGA;168;16
2297;16089;FUENTES;25;16
2298;16091;FUERTESCUSA;7;16
2299;16092;GABALDON;28;16
2300;16093;GARABALLA;0;16
2301;16094;GASCUEÑA;4;16
2302;16095;GRAJA DE CAMPALBO;4;16
2303;16096;GRAJA DE INIESTA;105;16
2304;16097;HENAREJOS;0;16
2305;16098;HERRUMBLAR (EL);60;16
2306;16099;HINOJOSA (LA);39;16
2307;16100;HINOJOSOS (LOS);28;16
2308;16101;HITO (EL);4;16
2309;16102;HONRUBIA;221;16
2310;16103;HONTANAYA;14;16
2311;16104;HONTECILLAS;25;16
2312;16106;HORCAJO DE SANTIAGO;207;16
2313;16107;HUELAMO;11;16
2314;16108;HUELVES;14;16
2315;16109;HUERGUINA;4;16
2316;16110;HUERTA DE LA OBISPALIA;4;16
2317;16111;HUERTA DEL MARQUESADO;11;16
2318;16112;HUETE;182;16
2319;16113;INIESTA;357;16
2320;16115;LAGUNA DEL MARQUESADO;0;16
2321;16116;LAGUNASECA;7;16
2322;16117;LANDETE;102;16
2323;16118;LEDAÑA;175;16
2324;16119;LEGANIEL;14;16
2325;16121;MAJADAS (LAS);21;16
2326;16122;MARIANA;42;16
2327;16123;MASEGOSA;4;16
2328;16124;MESAS (LAS);175;16
2329;16125;MINGLANILLA;277;16
2330;16126;MIRA;70;16
2331;16128;MONREAL DEL LLANO;4;16
2332;16129;MONTALBANEJO;14;16
2333;16130;MONTALBO;165;16
2334;16131;MONTEAGUDO DE LAS SALINAS;11;16
2335;16132;MOTA DE ALTAREJOS;11;16
2336;16133;MOTA DEL CUERVO;322;16
2337;16134;MOTILLA DEL PALANCAR;368;16
2338;16135;MOYA;4;16
2339;16137;NARBONETA;21;16
2340;16139;OLIVARES DE JUCAR;14;16
2341;16140;OLMEDA DE LA CUESTA;11;16
2342;16141;OLMEDA DEL REY;21;16
2343;16142;OLMEDILLA DE ALARCON;14;16
2344;16143;OLMEDILLA DE ELIZ;0;16
2345;16145;OSA DE LA VEGA;32;16
2346;16146;PAJARON;11;16
2347;16147;PAJARONCILLO;11;16
2348;16148;PALOMARES DEL CAMPO;32;16
2349;16149;PALOMERA;25;16
2350;16150;PARACUELLOS;11;16
2351;16151;PAREDES;11;16
2352;16152;PARRA DE LAS VEGAS (LA);7;16
2353;16153;PEDERNOSO (EL);70;16
2354;16154;PEDROÑERAS (LAS);665;16
2355;16155;PERAL (EL);49;16
2356;16156;PERALEJA (LA);11;16
2357;16157;PESQUERA (LA);28;16
2358;16158;PICAZO (EL);25;16
2359;16159;PINAREJO;25;16
2360;16160;PINEDA DE GIGUELA;7;16
2361;16161;PIQUERAS DEL CASTILLO;0;16
2362;16162;PORTALRUBIO DE GUADAMEJUD;4;16
2363;16163;PORTILLA;4;16
2364;16165;POYATOS;0;16
2365;16166;POZOAMARGO;46;16
2366;16908;POZORRUBIELOS DE LA MANCHA;32;16
2367;16167;POZORRUBIO;14;16
2368;16169;POZUELO (EL);4;16
2369;16170;PRIEGO;91;16
2370;16171;PROVENCIO (EL);210;16
2371;16172;PUEBLA DE ALMENARA;7;16
2372;16174;PUEBLA DEL SALVADOR;11;16
2373;16175;QUINTANAR DEL REY;784;16
2374;16176;RADA DE HARO;7;16
2375;16177;REILLO;14;16
2376;16181;ROZALEN DEL MONTE;0;16
2377;16185;SACEDA-TRASIERRA;14;16
2378;16186;SAELICES;112;16
2379;16187;SALINAS DEL MANZANO;4;16
2380;16188;SALMERONCILLOS;0;16
2381;16189;SALVACAÑETE;25;16
2382;16190;SAN CLEMENTE;662;16
2383;16191;SAN LORENZO DE LA PARRILLA;63;16
2384;16192;SAN MARTIN DE BONICHES;32;16
2385;16193;SAN PEDRO PALMICHES;0;16
2386;16194;SANTA CRUZ DE MOYA;11;16
2387;16196;SANTA MARIA DE LOS LLANOS;32;16
2388;16195;SANTA MARIA DEL CAMPO RUS;42;16
2389;16197;SANTA MARIA DEL VAL;0;16
2390;16198;SISANTE;84;16
2391;16199;SOLERA DE GABALDON;7;16
2392;16909;SOTORRIBAS;39;16
2393;16202;TALAYUELAS;116;16
2394;16203;TARANCON;1768;16
2395;16204;TEBAR;49;16
2396;16205;TEJADILLOS;18;16
2397;16206;TINAJAS;32;16
2398;16209;TORRALBA;32;16
2399;16211;TORREJONCILLO DEL REY;53;16
2400;16212;TORRUBIA DEL CAMPO;25;16
2401;16213;TORRUBIA DEL CASTILLO;18;16
2402;16215;TRAGACETE;18;16
2403;16216;TRESJUNCOS;35;16
2404;16217;TRIBALDOS;14;16
2405;16218;UCLES;21;16
2406;16219;UÑA;21;16
2407;16906;VALDECOLMENAS (LOS);7;16
2408;16224;VALDEMECA;0;16
2409;16225;VALDEMORILLO DE LA SIERRA;0;16
2410;16227;VALDEMORO-SIERRA;7;16
2411;16228;VALDEOLIVAS;11;16
2412;16902;VALDETORTOLA;18;16
2413;16903;VALERAS (LAS);63;16
2414;16231;VALHERMOSO DE LA FUENTE;7;16
2415;16173;VALLE DE ALTOMIRA (EL);25;16
2416;16234;VALSALOBRE;25;16
2417;16236;VALVERDE DE JUCAR;98;16
2418;16237;VALVERDEJO;4;16
2419;16238;VARA DE REY;88;16
2420;16239;VEGA DEL CODORNO;28;16
2421;16240;VELLISCA;11;16
2422;16242;VILLACONEJOS DE TRABAQUE;18;16
2423;16243;VILLAESCUSA DE HARO;25;16
2424;16244;VILLAGARCIA DEL LLANO;74;16
2425;16245;VILLALBA DE LA SIERRA;81;16
2426;16246;VILLALBA DEL REY;74;16
2427;16247;VILLALGORDO DEL MARQUESADO;4;16
2428;16248;VILLALPARDO;98;16
2429;16249;VILLAMAYOR DE SANTIAGO;140;16
2430;16250;VILLANUEVA DE GUADAMEJUD;7;16
2431;16251;VILLANUEVA DE LA JARA;294;16
2432;16253;VILLAR DE CAÑAS;63;16
2433;16254;VILLAR DE DOMINGO GARCIA;25;16
2434;16255;VILLAR DE LA ENCINA;14;16
2435;16263;VILLAR DE OLALLA;81;16
2436;16258;VILLAR DEL HUMO;14;16
2437;16259;VILLAR DEL INFANTADO;0;16
2438;16910;VILLAR Y VELASCO;4;16
2439;16264;VILLAREJO DE FUENTES;28;16
2440;16265;VILLAREJO DE LA PEÑUELA;0;16
2441;16266;VILLAREJO-PERIESTEBAN;25;16
2442;16269;VILLARES DEL SAZ;105;16
2443;16270;VILLARRUBIO;112;16
2444;16271;VILLARTA;46;16
2445;16272;VILLAS DE LA VENTOSA;39;16
2446;16273;VILLAVERDE Y PASACONSOL;4;16
2447;16274;VILLORA;11;16
2448;16275;VINDEL;7;16
2449;16276;YEMEDA;7;16
2450;16277;ZAFRA DE ZANCARA;60;16
2451;16278;ZAFRILLA;0;16
2452;16279;ZARZA DE TAJO;21;16
2453;16280;ZARZUELA;4;16
2454;17001;AGULLANA;4;17
2455;17002;AIGUAVIVA;4;17
2456;17003;ALBANYA;0;17
2457;17004;ALBONS;0;17
2458;17006;ALP;0;17
2459;17007;AMER;0;17
2460;17008;ANGLES;0;17
2461;17009;ARBUCIES;7;17
2462;17010;ARGELAGUER;0;17
2463;17011;ARMENTERA (L');0;17
2464;17012;AVINYONET DE PUIGVENTOS;0;17
2465;17015;BANYOLES;4;17
2466;17016;BASCARA;0;17
2467;17013;BEGUR;14;17
2468;17018;BELLCAIRE D'EMPORDA;0;17
2469;17019;BESALU;4;17
2470;17020;BESCANO;4;17
2471;17021;BEUDA;0;17
2472;17022;BISBAL D'EMPORDA (LA);11;17
2473;17234;BIURE;0;17
2474;17023;BLANES;28;17
2475;17029;BOADELLA D'EMPORDÀ;0;17
2476;17024;BOLVIR;0;17
2477;17025;BORDILS;0;17
2478;17026;BORRASSA;0;17
2479;17027;BREDA;0;17
2480;17028;BRUNYOLA;0;17
2481;17031;CABANELLES;0;17
2482;17030;CABANES;0;17
2483;17032;CADAQUES;4;17
2484;17033;CALDES DE MALAVELLA;4;17
2485;17034;CALONGE;4;17
2486;17035;CAMOS;0;17
