;Codigo Municipio;Nombre;Clase;CodProv
3988;25194;SANT RAMON;0;25
3989;25201;SARROCA DE BELLERA;0;25
3990;25200;SARROCA DE LLEIDA;0;25
3991;25202;SENTERADA;4;25
3992;25035;SENTIU DE SIO (LA);0;25
3993;25204;SEROS;11;25
3994;25203;SEU D'URGELL (LA);67;25
3995;25205;SIDAMON;4;25
3996;25206;SOLERAS (EL);0;25
3997;25207;SOLSONA;14;25
3998;25208;SORIGUERA;0;25
3999;25209;SORT;7;25
4000;25210;SOSES;4;25
4001;25211;SUDANELL;0;25
4002;25212;SUNYER;4;25
4003;25215;TALARN;0;25
4004;25216;TALAVERA;0;25
4005;25217;TARREGA;11;25
4006;25218;TARRES;0;25
4007;25219;TARROJA DE SEGARRA;0;25
4008;25220;TERMENS;4;25
4009;25221;TIRVIA;0;25
4010;25222;TIURANA;0;25
4011;25223;TORA;0;25
4012;25224;TORMS (ELS);0;25
4013;25225;TORNABOUS;0;25
4014;25227;TORRE DE CABDELLA (LA);0;25
4015;25226;TORREBESSES;0;25
4016;25228;TORREFARRERA;18;25
4017;25907;TORREFETA I FLOREJACS;0;25
4018;25230;TORREGROSSA;0;25
4019;25231;TORRELAMEU;4;25
4020;25232;TORRES DE SEGRE;4;25
4021;25233;TORRE-SERONA;0;25
4022;25234;TREMP;11;25
4023;25043;VALL DE BOI (LA);0;25
4024;25901;VALL DE CARDOS;0;25
4025;25238;VALLBONA DE LES MONGES;0;25
4026;25240;VALLFOGONA DE BALAGUER;0;25
4027;25906;VALLS D'AGUILAR (LES);0;25
4028;25239;LES VALLS DE VALIRA;35;25
4029;25909;LA VANSA I FORNOLS;0;25
4030;25242;VERDU;0;25
4031;25243;VIELHA E MIJARAN;7;25
4032;25244;VILAGRASSA;0;25
4033;25245;VILALLER;0;25
4034;25247;VILAMOS;0;25
4035;25248;VILANOVA DE BELLPUIG;7;25
4036;25254;VILANOVA DE LA BARCA;0;25
4037;25249;VILANOVA DE L'AGUDA;0;25
4038;25250;VILANOVA DE MEIA;0;25
4039;25251;VILANOVA DE SEGRIA;0;25
4040;25252;VILA-SANA;4;25
4041;25253;VILOSELL (EL);0;25
4042;25255;VINAIXA;0;25
4043;26001;ABALOS;32;26
4044;26002;AGONCILLO;165;26
4045;26003;AGUILAR DEL RIO ALHAMA;14;26
4046;26004;AJAMIL;0;26
4047;26005;ALBELDA DE IREGUA;291;26
4048;26006;ALBERITE;193;26
4049;26007;ALCANADRE;49;26
4050;26008;ALDEANUEVA DE EBRO;172;26
4051;26009;ALESANCO;77;26
4052;26010;ALESON;21;26
4053;26011;ALFARO;788;26
4054;26012;ALMARZA DE CAMEROS;0;26
4055;26013;ANGUCIANA;70;26
4056;26014;ANGUIANO;11;26
4057;26015;ARENZANA DE ABAJO;18;26
4058;26016;ARENZANA DE ARRIBA;7;26
4059;26017;ARNEDILLO;67;26
4060;26018;ARNEDO;924;26
4061;26019;ARRUBAL;21;26
4062;26020;AUSEJO;42;26
4063;26021;AUTOL;403;26
4064;26022;AZOFRA;25;26
4065;26023;BADARAN;32;26
4066;26024;BAÑARES;25;26
4067;26026;BAÑOS DE RIO TOBIA;42;26
4068;26025;BAÑOS DE RIOJA;4;26
4069;26027;BERCEO;7;26
4070;26028;BERGASA;11;26
4071;26029;BERGASILLAS BAJERA;4;26
4072;26030;BEZARES;4;26
4073;26031;BOBADILLA;4;26
4074;26032;BRIEVA DE CAMEROS;0;26
4075;26033;BRIÑAS;21;26
4076;26034;BRIONES;63;26
4077;26035;CABEZON DE CAMEROS;0;26
4078;26036;CALAHORRA;1397;26
4079;26037;CAMPROVIN;14;26
4080;26038;CANALES DE LA SIERRA;4;26
4081;26039;CANILLAS DE RIO TUERTO;0;26
4082;26040;CAÑAS;11;26
4083;26041;CARDENAS;21;26
4084;26042;CASALARREINA;203;26
4085;26043;CASTAÑARES DE RIOJA;49;26
4086;26044;CASTROVIEJO;7;26
4087;26045;CELLORIGO;4;26
4088;26046;CENICERO;119;26
4089;26047;CERVERA DEL RIO ALHAMA;147;26
4090;26048;CIDAMON;4;26
4091;26049;CIHURI;70;26
4092;26050;CIRUEÑA;14;26
4093;26051;CLAVIJO;21;26
4094;26052;CORDOVIN;25;26
4095;26053;CORERA;18;26
4096;26054;CORNAGO;11;26
4097;26055;CORPORALES;4;26
4098;26056;CUZCURRITA DE RIO TIRON;42;26
4099;26057;DAROCA DE RIOJA;0;26
4100;26058;ENCISO;14;26
4101;26059;ENTRENA;70;26
4102;26060;ESTOLLO;0;26
4103;26061;EZCARAY;193;26
4104;26062;FONCEA;11;26
4105;26063;FONZALECHE;7;26
4106;26064;FUENMAYOR;165;26
4107;26065;GALBARRULI;4;26
4108;26066;GALILEA;11;26
4109;26067;GALLINERO DE CAMEROS;0;26
4110;26068;GIMILEO;11;26
4111;26069;GRAÑON;11;26
4112;26070;GRAVALOS;0;26
4113;26071;HARO;1334;26
4114;26072;HERCE;7;26
4115;26073;HERRAMELLURI;11;26
4116;26074;HERVIAS;7;26
4117;26075;HORMILLA;32;26
4118;26076;HORMILLEJA;46;26
4119;26077;HORNILLOS DE CAMEROS;0;26
4120;26078;HORNOS DE MONCALVILLO;7;26
4121;26079;HUERCANOS;39;26
4122;26080;IGEA;11;26
4123;26081;JALON DE CAMEROS;0;26
4124;26082;LAGUNA DE CAMEROS;0;26
4125;26083;LAGUNILLA DEL JUBERA;4;26
4126;26084;LARDERO;721;26
4127;26086;LEDESMA DE LA COGOLLA;4;26
4128;26087;LEIVA;11;26
4129;26088;LEZA DE RIO LEZA;4;26
4130;26089;LOGROÑO;672;26
4131;26091;LUMBRERAS;14;26
4132;26092;MANJARRES;7;26
4133;26093;MANSILLA DE LA SIERRA;4;26
4134;26094;MANZANARES DE RIOJA;4;26
4135;26095;MATUTE;7;26
4136;26096;MEDRANO;11;26
4137;26098;MUNILLA;25;26
4138;26099;MURILLO DE RIO LEZA;140;26
4139;26100;MURO DE AGUAS;4;26
4140;26101;MURO EN CAMEROS;4;26
4141;26102;NAJERA;630;26
4142;26103;NALDA;112;26
4143;26104;NAVAJUN;0;26
4144;26105;NAVARRETE;193;26
4145;26106;NESTARES;4;26
4146;26107;NIEVA DE CAMEROS;0;26
4147;26109;OCHANDURI;4;26
4148;26108;OCON;7;26
4149;26110;OJACASTRO;46;26
4150;26111;OLLAURI;18;26
4151;26112;ORTIGOSA DE CAMEROS;4;26
4152;26113;PAZUENGOS;4;26
4153;26114;PEDROSO;7;26
4154;26115;PINILLOS;0;26
4155;26117;PRADEJON;74;26
4156;26118;PRADILLO;0;26
4157;26119;PREJANO;4;26
4158;26120;QUEL;193;26
4159;26121;RABANERA;0;26
4160;26122;RASILLO DE CAMEROS (EL);11;26
4161;26123;REDAL (EL);7;26
4162;26124;RIBAFRECHA;49;26
4163;26125;RINCON DE SOTO;427;26
4164;26126;ROBRES DEL CASTILLO;4;26
4165;26127;RODEZNO;21;26
4166;26128;SAJAZARRA;18;26
4167;26129;SAN ASENSIO;70;26
4168;26130;SAN MILLAN DE LA COGOLLA;4;26
4169;26131;SAN MILLAN DE YECORA;4;26
4170;26132;SAN ROMAN DE CAMEROS;7;26
4171;26139;SAN TORCUATO;18;26
4172;26142;SAN VICENTE DE LA SONSIERRA;56;26
4173;26134;SANTA COLOMA;7;26
4174;26135;SANTA ENGRACIA DEL JUBERA;28;26
4175;26136;SANTA EULALIA BAJERA;4;26
4176;26138;SANTO DOMINGO DE LA CALZADA;343;26
4177;26140;SANTURDE DE RIOJA;4;26
4178;26141;SANTURDEJO;0;26
4179;26143;SOJUELA;39;26
4180;26144;SORZANO;4;26
4181;26145;SOTES;25;26
4182;26146;SOTO EN CAMEROS;0;26
4183;26147;TERROBA;0;26
4184;26148;TIRGO;88;26
4185;26149;TOBIA;0;26
4186;26150;TORMANTOS;7;26
4187;26153;TORRE EN CAMEROS;0;26
4188;26151;TORRECILLA EN CAMEROS;32;26
4189;26152;TORRECILLA SOBRE ALESANCO;0;26
4190;26154;TORREMONTALBO;14;26
4191;26155;TREVIANA;32;26
4192;26157;TRICIO;63;26
4193;26158;TUDELILLA;21;26
4194;26160;URUÑUELA;60;26
4195;26161;VALDEMADERA;0;26
4196;26162;VALGAÑON;4;26
4197;26163;VENTOSA;11;26
4198;26164;VENTROSA;0;26
4199;26165;VIGUERA;14;26
4200;26166;VILLALBA DE RIOJA;7;26
4201;26167;VILLALOBAR DE RIOJA;11;26
4202;26168;VILLAMEDIANA DE IREGUA;858;26
4203;26169;VILLANUEVA DE CAMEROS;4;26
4204;26170;VILLAR DE ARNEDO (EL);49;26
4205;26171;VILLAR DE TORRE;4;26
4206;26172;VILLAREJO;0;26
4207;26173;VILLARROYA;0;26
4208;26174;VILLARTA-QUINTANA;0;26
4209;26175;VILLAVELAYO;0;26
4210;26176;VILLAVERDE DE RIOJA;0;26
4211;26177;VILLOSLADA DE CAMEROS;0;26
4212;26178;VINIEGRA DE ABAJO;0;26
4213;26179;VINIEGRA DE ARRIBA;0;26
4214;26180;ZARRATON;35;26
4215;26181;ZARZOSA;0;26
4216;26183;ZORRAQUIN;21;26
4217;27001;ABADIN;123;27
4218;27002;ALFOZ;28;27
4219;27003;ANTAS DE ULLA;123;27
4220;27004;BALEIRA;67;27
4221;27901;BARALLA;77;27
4222;27005;BARREIROS;375;27
4223;27006;BECERREA;168;27
4224;27007;BEGONTE;193;27
4225;27008;BOVEDA;60;27
4226;27902;BURELA;823;27
4227;27009;CARBALLEDO;112;27
4228;27010;CASTRO DE REI;256;27
4229;27011;CASTROVERDE;70;27
4230;27012;CERVANTES;21;27
4231;27013;CERVO;291;27
4232;27016;CHANTADA;585;27
4233;27014;CORGO (O);256;27
4234;27015;COSPEITO;287;27
4235;27017;FOLGOSO DO COUREL;11;27
4236;27018;FONSAGRADA (A);252;27
4237;27019;FOZ;1187;27
4238;27020;FRIOL;207;27
4239;27022;GUITIRIZ;294;27
4240;27023;GUNTIN;95;27
4241;27024;INCIO (O);42;27
4242;27026;LANCARA;98;27
4243;27027;LOURENZA;123;27
4244;27028;LUGO;823;27
4245;27029;MEIRA;91;27
4246;27030;MONDOÑEDO;168;27
4247;27031;MONFORTE DE LEMOS;116;27
4248;27032;MONTERROSO;200;27
4249;27033;MURAS;42;27
4250;27034;NAVIA DE SUARNA;39;27
4251;27035;NEGUEIRA DE MUÑIZ;25;27
4252;27037;NOGAIS (AS);39;27
4253;27038;OUROL;39;27
4254;27039;OUTEIRO DE REI;308;27
4255;27040;PALAS DE REI;137;27
4256;27041;PANTON;189;27
4257;27042;PARADELA;25;27
4258;27043;PARAMO (O);60;27
4259;27044;PASTORIZA (A);95;27
4260;27045;PEDRAFITA DO CEBREIRO;42;27
4261;27047;POBRA DO BROLLON (A);77;27
4262;27046;POL;70;27
4263;27048;PONTENOVA (A);116;27
4264;27049;PORTOMARIN;60;27
4265;27050;QUIROGA;140;27
4266;27056;RABADE;301;27
4267;27051;RIBADEO;942;27
4268;27052;RIBAS DE SIL;42;27
4269;27053;RIBEIRA DE PIQUIN;25;27
4270;27054;RIOTORTO;18;27
4271;27055;SAMOS;42;27
4272;27057;SARRIA;1204;27
4273;27058;SAVIÑAO (O);238;27
4274;27059;SOBER;158;27
4275;27060;TABOADA;109;27
4276;27061;TRABADA;25;27
4277;27062;TRIACASTELA;49;27
4278;27063;VALADOURO (O);105;27
4279;27064;VICEDO (O);74;27
4280;27065;VILALBA;1019;27
4281;27066;VIVEIRO;123;27
4282;27021;XERMADE;109;27
4283;27025;XOVE;137;27
4284;28001;ACEBEDA (LA);25;28
4285;28002;AJALVIR;669;28
4286;28003;ALAMEDA DEL VALLE;11;28
4287;28004;ALAMO (EL);1190;28
4288;28005;ALCALA DE HENARES;1141;28
4289;28006;ALCOBENDAS;907;28
4290;28007;ALCORCON;1355;28
4291;28008;ALDEA DEL FRESNO;501;28
4292;28009;ALGETE;2867;28
4293;28010;ALPEDRETE;1295;28
4294;28011;AMBITE;172;28
4295;28012;ANCHUELO;147;28
4296;28013;ARANJUEZ;511;28
4297;28014;ARGANDA DEL REY;7966;28
4298;28015;ARROYOMOLINOS;7242;28
4299;28016;ATAZAR (EL);7;28
4300;28017;BATRES;126;28
4301;28018;BECERRIL DE LA SIERRA;455;28
4302;28019;BELMONTE DE TAJO;81;28
4303;28021;BERRUECO (EL);259;28
4304;28020;BERZOSA DEL LOZOYA;14;28
4305;28022;BOADILLA DEL MONTE;3472;28
4306;28023;BOALO (EL);851;28
4307;28024;BRAOJOS;7;28
4308;28025;BREA DE TAJO;95;28
4309;28026;BRUNETE;777;28
4310;28027;BUITRAGO DEL LOZOYA;193;28
4311;28028;BUSTARVIEJO;126;28
4312;28029;CABANILLAS DE LA SIERRA;172;28
4313;28030;CABRERA (LA);361;28
4314;28031;CADALSO DE LOS VIDRIOS;238;28
4315;28032;CAMARMA DE ESTERUELAS;1019;28
4316;28033;CAMPO REAL;833;28
4317;28034;CANENCIA;28;28
4318;28035;CARABAÑA;256;28
4319;28036;CASARRUBUELOS;490;28
4320;28037;CENICIENTOS;161;28
4321;28038;CERCEDILLA;798;28
4322;28039;CERVERA DE BUITRAGO;4;28
4323;28051;CHAPINERIA;186;28
4324;28052;CHINCHON;777;28
4325;28040;CIEMPOZUELOS;4057;28
4326;28041;COBEÑA;791;28
4327;28046;COLLADO MEDIANO;763;28
4328;28047;COLLADO VILLALBA;9923;28
4329;28043;COLMENAR DE OREJA;861;28
4330;28042;COLMENAR DEL ARROYO;126;28
4331;28045;COLMENAR VIEJO;6374;28
4332;28044;COLMENAREJO;812;28
4333;28048;CORPA;42;28
4334;28049;COSLADA;375;28
4335;28050;CUBAS DE LA SAGRA;539;28
4336;28053;DAGANZO DE ARRIBA;833;28
4337;28054;ESCORIAL (EL);1701;28
4338;28055;ESTREMERA;200;28
4339;28056;FRESNEDILLAS DE LA OLIVA;161;28
4340;28057;FRESNO DE TOROTE;319;28
4341;28058;FUENLABRADA;1369;28
4342;28059;FUENTE EL SAZ DE JARAMA;1005;28
4343;28060;FUENTIDUEÑA DE TAJO;319;28
4344;28061;GALAPAGAR;3724;28
4345;28062;GARGANTA DE LOS MONTES;25;28
4346;28063;GARGANTILLA DEL LOZOYA;42;28
4347;28064;GASCONES;28;28
4348;28065;GETAFE;2156;28
4349;28066;GRIÑON;1365;28
4350;28067;GUADALIX DE LA SIERRA;543;28
4351;28068;GUADARRAMA;1775;28
4352;28069;HIRUELA (LA);7;28
4353;28070;HORCAJO DE LA SIERRA;28;28
4354;28071;HORCAJUELO DE LA SIERRA;4;28
4355;28072;HOYO DE MANZANARES;742;28
4356;28073;HUMANES DE MADRID;4382;28
4357;28074;LEGANES;1278;28
4358;28075;LOECHES;1316;28
4359;28076;LOZOYA;151;28
4360;28901;LOZOYUELA-NAVAS-SIETEIGLESIAS;326;28
4361;28078;MADARCOS;7;28
4362;28079;MADRID;35088;28
4363;28080;MAJADAHONDA;11865;28
4364;28082;MANZANARES EL REAL;994;28
4365;28083;MECO;1803;28
4366;28084;MEJORADA DEL CAMPO;4599;28
4367;28085;MIRAFLORES DE LA SIERRA;578;28
4368;28086;MOLAR (EL);1313;28
4369;28087;MOLINOS (LOS);613;28
4370;28088;MONTEJO DE LA SIERRA;35;28
4371;28089;MORALEJA DE ENMEDIO;620;28
4372;28090;MORALZARZAL;1222;28
4373;28091;MORATA DE TAJUÑA;718;28
4374;28092;MOSTOLES;1663;28
4375;28093;NAVACERRADA;301;28
4376;28094;NAVALAFUENTE;161;28
4377;28095;NAVALAGAMELLA;277;28
4378;28096;NAVALCARNERO;4088;28
4379;28097;NAVARREDONDA Y SAN MAMES;7;28
4380;28099;NAVAS DEL REY;326;28
4381;28100;NUEVO BAZTAN;1043;28
4382;28101;OLMEDA DE LAS FUENTES;56;28
4383;28102;ORUSCO DE TAJUÑA;88;28
4384;28104;PARACUELLOS DE JARAMA;2079;28
4385;28106;PARLA;718;28
4386;28107;PATONES;70;28
4387;28108;PEDREZUELA;557;28
4388;28109;PELAYOS DE LA PRESA;613;28
4389;28110;PERALES DE TAJUÑA;574;28
4390;28111;PEZUELA DE LAS TORRES;133;28
4391;28112;PINILLA DEL VALLE;7;28
4392;28113;PINTO;9520;28
4393;28114;PIÑUECAR-GANDULLAS;14;28
4394;28115;POZUELO DE ALARCON;1250;28
4395;28116;POZUELO DEL REY;140;28
4396;28117;PRADENA DEL RINCON;25;28
4397;28118;PUEBLA DE LA SIERRA;4;28
4398;28902;PUENTES VIEJAS;49;28
4399;28119;QUIJORNA;137;28
4400;28120;RASCAFRIA;224;28
4401;28121;REDUEÑA;42;28
4402;28122;RIBATEJADA;77;28
4403;28123;RIVAS-VACIAMADRID;15593;28
4404;28124;ROBLEDILLO DE LA JARA;7;28
4405;28125;ROBLEDO DE CHAVELA;756;28
4406;28126;ROBREGORDO;18;28
4407;28127;ROZAS DE MADRID (LAS);14574;28
4408;28128;ROZAS DE PUERTO REAL;46;28
4409;28129;SAN AGUSTIN DE GUADALIX;1302;28
4410;28130;SAN FERNANDO DE HENARES;315;28
4411;28131;SAN LORENZO DE EL ESCORIAL;2391;28
4412;28132;SAN MARTIN DE LA VEGA;4162;28
4413;28133;SAN MARTIN DE VALDEIGLESIAS;1019;28
4414;28134;SAN SEBASTIAN DE LOS REYES;1061;28
4415;28135;SANTA MARIA DE LA ALAMEDA;116;28
4416;28136;SANTORCAZ;98;28
4417;28137;SANTOS DE LA HUMOSA (LOS);319;28
4418;28138;SERNA DEL MONTE (LA);39;28
4419;28140;SERRANILLOS DEL VALLE;378;28
4420;28141;SEVILLA LA NUEVA;1057;28
4421;28143;SOMOSIERRA;25;28
4422;28144;SOTO DEL REAL;662;28
4423;28145;TALAMANCA DE JARAMA;445;28
4424;28146;TIELMES;361;28
4425;28147;TITULCIA;144;28
4426;28148;TORREJON DE ARDOZ;770;28
4427;28149;TORREJON DE LA CALZADA;725;28
4428;28150;TORREJON DE VELASCO;487;28
4429;28151;TORRELAGUNA;641;28
4430;28152;TORRELODONES;4036;28
4431;28153;TORREMOCHA DE JARAMA;81;28
4432;28154;TORRES DE LA ALAMEDA;1071;28
4433;28903;TRES CANTOS;4547;28
4434;28155;VALDARACETE;53;28
4435;28156;VALDEAVERO;182;28
4436;28157;VALDELAGUNA;91;28
4437;28158;VALDEMANCO;91;28
4438;28159;VALDEMAQUEDA;102;28
4439;28160;VALDEMORILLO;1407;28
4440;28161;VALDEMORO;11550;28
4441;28162;VALDEOLMOS-ALALPARDO;343;28
4442;28163;VALDEPIELAGOS;49;28
4443;28164;VALDETORRES DE JARAMA;707;28
4444;28165;VALDILECHA;179;28
4445;28166;VALVERDE DE ALCALA;39;28
4446;28167;VELILLA DE SAN ANTONIO;1414;28
4447;28168;VELLON (EL);179;28
4448;28169;VENTURADA;417;28
4449;28171;VILLA DEL PRADO;641;28
4450;28170;VILLACONEJOS;280;28
4451;28172;VILLALBILLA;1264;28
4452;28173;VILLAMANRIQUE DE TAJO;74;28
4453;28174;VILLAMANTA;252;28
4454;28175;VILLAMANTILLA;133;28
4455;28176;VILLANUEVA DE LA CAÑADA;3185;28
4456;28178;VILLANUEVA DE PERALES;147;28
4457;28177;VILLANUEVA DEL PARDILLO;1348;28
4458;28179;VILLAR DEL OLMO;200;28
4459;28180;VILLAREJO DE SALVANES;721;28
4460;28181;VILLAVICIOSA DE ODON;3248;28
4461;28182;VILLAVIEJA DEL LOZOYA;46;28
4462;28183;ZARZALEJO;196;28
4463;29001;ALAMEDA;210;29
4464;29002;ALCAUCIN;259;29
4465;29003;ALFARNATE;21;29
4466;29004;ALFARNATEJO;18;29
4467;29005;ALGARROBO;595;29
4468;29006;ALGATOCIN;32;29
4469;29007;ALHAURIN DE LA TORRE;3661;29
4470;29008;ALHAURIN EL GRANDE;3248;29
4471;29009;ALMACHAR;56;29
4472;29010;ALMARGEN;112;29
4473;29011;ALMOGIA;249;29
4474;29012;ALORA;851;29
4475;29013;ALOZAINA;102;29
4476;29014;ALPANDEIRE;21;29
4477;29015;ANTEQUERA;445;29
4478;29016;ARCHEZ;18;29
4479;29017;ARCHIDONA;616;29
4480;29018;ARDALES;270;29
4481;29019;ARENAS;77;29
4482;29020;ARRIATE;154;29
4483;29021;ATAJATE;0;29
4484;29022;BENADALID;7;29
4485;29023;BENAHAVIS;1372;29
4486;29024;BENALAURIA;21;29
4487;29025;BENALMADENA;266;29
4488;29026;BENAMARGOSA;60;29
4489;29027;BENAMOCARRA;165;29
4490;29028;BENAOJAN;70;29
4491;29029;BENARRABA;25;29
4492;29030;BORGE (EL);18;29
4493;29031;BURGO (EL);56;29
4494;29032;CAMPILLOS;560;29
4495;29033;CANILLAS DE ACEITUNO;109;29
4496;29034;CANILLAS DE ALBAIDA;46;29
4497;29035;CAÑETE LA REAL;74;29
4498;29036;CARRATRACA;56;29
4499;29037;CARTAJIMA;7;29
4500;29038;CARTAMA;3336;29
4501;29039;CASABERMEJA;294;29
4502;29040;CASARABONELA;186;29
4503;29041;CASARES;711;29
4504;29042;COIN;2972;29
4505;29043;COLMENAR;179;29
4506;29044;COMARES;14;29
4507;29045;COMPETA;119;29
4508;29046;CORTES DE LA FRONTERA;203;29
4509;29047;CUEVAS BAJAS;116;29
4510;29049;CUEVAS DE SAN MARCOS;235;29
4511;29048;CUEVAS DEL BECERRO;28;29
4512;29050;CUTAR;21;29
4513;29051;ESTEPONA;354;29
4514;29052;FARAJAN;42;29
4515;29053;FRIGILIANA;627;29
4516;29054;FUENGIROLA;1008;29
4517;29055;FUENTE DE PIEDRA;392;29
4518;29056;GAUCIN;102;29
4519;29057;GENALGUACIL;11;29
4520;29058;GUARO;133;29
4521;29059;HUMILLADERO;186;29
4522;29060;IGUALEJA;63;29
4523;29061;ISTAN;77;29
4524;29062;IZNATE;53;29
4525;29063;JIMERA DE LIBAR;32;29
4526;29064;JUBRIQUE;25;29
4527;29065;JUZCAR;21;29
4528;29066;MACHARAVIAYA;25;29
4529;29067;MALAGA;4921;29
4530;29068;MANILVA;2517;29
4531;29069;MARBELLA;1547;29
4532;29070;MIJAS;14847;29
4533;29071;MOCLINEJO;81;29
4534;29072;MOLLINA;581;29
4535;29073;MONDA;186;29
4536;29903;MONTECORTO;39;29
4537;29074;MONTEJAQUE;32;29
4538;29075;NERJA;6314;29
4539;29076;OJEN;441;29
4540;29077;PARAUTA;14;29
4541;29079;PERIANA;312;29
4542;29080;PIZARRA;714;29
4543;29081;PUJERRA;14;29
4544;29082;RINCON DE LA VICTORIA;4067;29
4545;29083;RIOGORDO;147;29
4546;29084;RONDA;221;29
4547;29085;SALARES;0;29
4548;29086;SAYALONGA;109;29
4549;29087;SEDELLA;39;29
4550;29904;SERRATO;4;29
4551;29088;SIERRA DE YEGUAS;203;29
4552;29089;TEBA;182;29
4553;29090;TOLOX;133;29
4554;29901;TORREMOLINOS;630;29
4555;29091;TORROX;2646;29
4556;29092;TOTALAN;14;29
4557;29093;VALLE DE ABDALAJIS;91;29
4558;29094;VELEZ-MALAGA;753;29
4559;29095;VILLANUEVA DE ALGAIDAS;263;29
4560;29902;VILLANUEVA DE LA CONCEPCION;119;29
4561;29098;VILLANUEVA DE TAPIA;84;29
4562;29096;VILLANUEVA DEL ROSARIO;186;29
4563;29097;VILLANUEVA DEL TRABUCO;378;29
4564;29099;VIÑUELA;172;29
4565;29100;YUNQUERA;182;29
4566;30001;ABANILLA;585;30
4567;30002;ABARAN;1348;30
4568;30003;AGUILAS;5950;30
4569;30004;ALBUDEITE;238;30
4570;30005;ALCANTARILLA;186;30
4571;30902;ALCAZARES (LOS);2632;30
4572;30006;ALEDO;56;30
4573;30007;ALGUAZAS;1197;30
4574;30008;ALHAMA DE MURCIA;2678;30
4575;30009;ARCHENA;1691;30
4576;30010;BENIEL;837;30
4577;30011;BLANCA;448;30
4578;30012;BULLAS;581;30
4579;30013;CALASPARRA;1078;30
4580;30014;CAMPOS DEL RIO;231;30
4581;30015;CARAVACA DE LA CRUZ;1852;30
4582;30016;CARTAGENA;10745;30
4583;30017;CEHEGIN;522;30
4584;30018;CEUTI;938;30
4585;30019;CIEZA;3745;30
4586;30020;FORTUNA;1250;30
4587;30021;FUENTE-ÁLAMO;1687;30
4588;30022;JUMILLA;2520;30
4589;30023;LIBRILLA;798;30
4590;30024;LORCA;2905;30
4591;30025;LORQUI;823;30
4592;30026;MAZARRON;5754;30
4593;30027;MOLINA DE SEGURA;315;30
4594;30028;MORATALLA;392;30
4595;30029;MULA;1841;30
4596;30030;MURCIA;12789;30
4597;30031;OJOS;91;30
4598;30032;PLIEGO;165;30
4599;30033;PUERTO LUMBRERAS;1519;30
4600;30034;RICOTE;91;30
4601;30035;SAN JAVIER;7410;30
4602;30036;SAN PEDRO DEL PINATAR;3245;30
4603;30901;SANTOMERA;2167;30
4604;30037;TORRE-PACHECO;4480;30
4605;30038;TORRES DE COTILLAS (LAS);2317;30
4606;30039;TOTANA;3584;30
4607;30040;ULEA;123;30
4608;30041;UNION (LA);2135;30
4609;30042;VILLANUEVA DEL RIO SEGURA;312;30
4610;30043;YECLA;487;30
4611;31001;ABAIGAR;0;31
4612;31002;ABARZUZA;11;31
4613;31003;ABAURREGAINA;0;31
4614;31004;ABAURREPEA;4;31
4615;31005;ABERIN;11;31
4616;31006;ABLITAS;95;31
4617;31007;ADIOS;0;31
4618;31008;AGUILAR DE CODES;0;31
4619;31009;AIBAR;11;31
4620;31011;ALLIN;25;31
4621;31012;ALLO;74;31
4622;31010;ALTSASU;140;31
4623;31013;AMESCOA BAJA;21;31
4624;31014;ANCIN;7;31
4625;31015;ANDOSILLA;294;31
4626;31016;ANSOAIN;161;31
4627;31017;ANUE;42;31
4628;31018;AÑORBE;28;31
4629;31019;AOIZ;91;31
4630;31020;ARAITZ;4;31
4631;31025;ARAKIL;77;31
4632;31021;ARANARACHE;0;31
4633;31023;ARANGUREN;266;31
4634;31024;ARANO;0;31
4635;31022;ARANTZA;14;31
4636;31026;ARAS;4;31
4637;31027;ARBIZU;21;31
4638;31028;ARCE;18;31
4639;31029;ARCOS (LOS);70;31
4640;31030;ARELLANO;0;31
4641;31031;ARESO;7;31
4642;31032;ARGUEDAS;130;31
4643;31033;ARIA;0;31
4644;31034;ARIBE;0;31
4645;31035;ARMAÑANZAS;4;31
4646;31036;ARRONIZ;39;31
4647;31037;ARRUAZU;0;31
4648;31038;ARTAJONA;154;31
4649;31039;ARTAZU;7;31
4650;31040;ATEZ;4;31
4651;31058;AURITZ;18;31
4652;31041;AYEGUI;112;31
4653;31042;AZAGRA;200;31
4654;31043;AZUELO;0;31
4655;31044;BAKAIKU;0;31
4656;31901;BARAÑAIN;441;31
4657;31045;BARASOAIN;18;31
4658;31046;BARBARIN;0;31
4659;31047;BARGOTA;11;31
4660;31048;BARILLAS;11;31
4661;31049;BASABURUA;35;31
4662;31050;BAZTAN;147;31
4663;31137;LABAIEN;4;31
4664;31051;BEIRE;4;31
4665;31052;BELASCOAIN;11;31
4666;31250;BERA;168;31
4667;31053;BERBINZANA;46;31
4668;31905;BERIAIN;228;31
4669;31902;BERRIOPLANO;308;31
4670;31903;BERRIOZAR;462;31
4671;31054;BERTIZARANA;21;31
4672;31055;BETELU;7;31
4673;31253;BIDAURRETA;0;31
4674;31056;BIURRUN-OLCOZ;11;31
4675;31057;BUÑUEL;189;31
4676;31059;BURGUI;11;31
4677;31060;BURLADA;77;31
4678;31061;BUSTO (EL);0;31
4679;31062;CABANILLAS;49;31
4680;31063;CABREDO;0;31
4681;31064;CADREITA;91;31
4682;31065;CAPARROSO;196;31
4683;31066;CARCAR;84;31
4684;31067;CARCASTILLO;119;31
4685;31068;CASCANTE;273;31
4686;31069;CASEDA;21;31
4687;31070;CASTEJON;413;31
