;Comunidad Autónoma;Provincia;Municipio;Código;CodProv;Codigo_Mapa
971;Cataluña;BARCELONA;CALLUS;08037;08;08038
972;Cataluña;BARCELONA;CAMPINS;08038;08;08039
973;Cataluña;BARCELONA;CANET DE MAR;08039;08;08040
974;Cataluña;BARCELONA;CANOVELLES;08040;08;08041
975;Cataluña;BARCELONA;CANOVES I SAMALUS;08041;08;08042
976;Cataluña;BARCELONA;CANYELLES;08042;08;08043
977;Cataluña;BARCELONA;CAPELLADES;08043;08;08044
978;Cataluña;BARCELONA;CAPOLAT;08044;08;08045
979;Cataluña;BARCELONA;CARDEDEU;08045;08;08046
980;Cataluña;BARCELONA;CARDONA;08046;08;08047
981;Cataluña;BARCELONA;CARME;08047;08;08048
982;Cataluña;BARCELONA;CASSERRES;08048;08;08049
983;Cataluña;BARCELONA;CASTELLAR DEL RIU;08049;08;08050
984;Cataluña;BARCELONA;CASTELLAR DEL VALLES;08050;08;08051
985;Cataluña;BARCELONA;CASTELLAR DE N'HUG;08051;08;08052
986;Cataluña;BARCELONA;CASTELLBELL I EL VILAR;08052;08;08053
987;Cataluña;BARCELONA;CASTELLBISBAL;08053;08;08054
988;Cataluña;BARCELONA;CASTELLCIR;08054;08;08055
989;Cataluña;BARCELONA;CASTELLDEFELS;08055;08;08056
990;Cataluña;BARCELONA;CASTELL DE L'ARENY;08056;08;08057
991;Cataluña;BARCELONA;CASTELLET I LA GORNAL;08057;08;08058
992;Cataluña;BARCELONA;CASTELLFOLLIT DEL BOIX;08058;08;08059
993;Cataluña;BARCELONA;CASTELLFOLLIT DE RIUBREGOS;08059;08;08060
994;Cataluña;BARCELONA;CASTELLGALI;08060;08;08061
995;Cataluña;BARCELONA;CASTELLNOU DE BAGES;08061;08;08062
996;Cataluña;BARCELONA;CASTELLOLI;08062;08;08063
997;Cataluña;BARCELONA;CASTELLTERÇOL;08063;08;08064
998;Cataluña;BARCELONA;CASTELLVI DE LA MARCA;08064;08;08065
999;Cataluña;BARCELONA;CASTELLVI DE ROSANES;08065;08;08066
1000;Cataluña;BARCELONA;CENTELLES;08066;08;08067
1001;Cataluña;BARCELONA;CERVELLO;08067;08;08068
1002;Cataluña;BARCELONA;COLLBATO;08068;08;08069
1003;Cataluña;BARCELONA;COLLSUSPINA;08069;08;08070
1004;Cataluña;BARCELONA;COPONS;08070;08;08071
1005;Cataluña;BARCELONA;CORBERA DE LLOBREGAT;08071;08;08072
1006;Cataluña;BARCELONA;CORNELLA DE LLOBREGAT;08072;08;08073
1007;Cataluña;BARCELONA;CUBELLES;08073;08;08074
1008;Cataluña;BARCELONA;DOSRIUS;08074;08;08075
1009;Cataluña;BARCELONA;ESPARREGUERA;08075;08;08076
1010;Cataluña;BARCELONA;ESPLUGUES DE LLOBREGAT;08076;08;08077
1011;Cataluña;BARCELONA;ESPUNYOLA (L');08077;08;08078
1012;Cataluña;BARCELONA;ESTANY (L');08078;08;08079
1013;Cataluña;BARCELONA;FIGOLS;08079;08;08080
1014;Cataluña;BARCELONA;FOGARS DE MONTCLUS;08080;08;08081
1015;Cataluña;BARCELONA;FOGARS DE LA SELVA;08081;08;08082
1016;Cataluña;BARCELONA;FOLGUEROLES;08082;08;08083
1017;Cataluña;BARCELONA;FONOLLOSA;08083;08;08084
1018;Cataluña;BARCELONA;FONT-RUBI;08084;08;08085
1019;Cataluña;BARCELONA;FRANQUESES DEL VALLES (LES);08085;08;08086
1020;Cataluña;BARCELONA;GALLIFA;08086;08;08087
1021;Cataluña;BARCELONA;GARRIGA (LA);08087;08;08088
1022;Cataluña;BARCELONA;GAVA;08088;08;08089
1023;Cataluña;BARCELONA;GAIA;08089;08;08090
1024;Cataluña;BARCELONA;GELIDA;08090;08;08091
1025;Cataluña;BARCELONA;GIRONELLA;08091;08;08092
1026;Cataluña;BARCELONA;GISCLARENY;08092;08;08093
1027;Cataluña;BARCELONA;GRANADA (LA);08093;08;08094
1028;Cataluña;BARCELONA;GRANERA;08094;08;08095
1029;Cataluña;BARCELONA;GRANOLLERS;08095;08;08096
1030;Cataluña;BARCELONA;GUALBA;08096;08;08097
1031;Cataluña;BARCELONA;SANT SALVADOR DE GUARDIOLA;08097;08;08098
1032;Cataluña;BARCELONA;GUARDIOLA DE BERGUEDA;08098;08;08099
1033;Cataluña;BARCELONA;GURB;08099;08;08100
1034;Cataluña;BARCELONA;HOSPITALET DE LLOBREGAT (L');08100;08;08101
1035;Cataluña;BARCELONA;IGUALADA;08101;08;08102
1036;Cataluña;BARCELONA;JORBA;08102;08;08103
1037;Cataluña;BARCELONA;LLACUNA (LA);08103;08;08104
1038;Cataluña;BARCELONA;LLAGOSTA (LA);08104;08;08105
1039;Cataluña;BARCELONA;LLINARS DEL VALLES;08105;08;08106
1040;Cataluña;BARCELONA;LLIÇA D'AMUNT;08106;08;08107
1041;Cataluña;BARCELONA;LLIÇA DE VALL;08107;08;08108
1042;Cataluña;BARCELONA;LLUÇA;08108;08;08109
1043;Cataluña;BARCELONA;MALGRAT DE MAR;08109;08;08110
1044;Cataluña;BARCELONA;MALLA;08110;08;08111
1045;Cataluña;BARCELONA;MANLLEU;08111;08;08112
1046;Cataluña;BARCELONA;MANRESA;08112;08;08113
1047;Cataluña;BARCELONA;MARTORELL;08113;08;08114
1048;Cataluña;BARCELONA;MARTORELLES;08114;08;08115
1049;Cataluña;BARCELONA;MASIES DE RODA (LES);08115;08;08116
1050;Cataluña;BARCELONA;MASIES DE VOLTREGA (LES);08116;08;08117
1051;Cataluña;BARCELONA;MASNOU (EL);08117;08;08118
1052;Cataluña;BARCELONA;MASQUEFA;08118;08;08119
1053;Cataluña;BARCELONA;MATADEPERA;08119;08;08120
1054;Cataluña;BARCELONA;MATARO;08120;08;08121
1055;Cataluña;BARCELONA;MEDIONA;08121;08;08122
1056;Cataluña;BARCELONA;MOLINS DE REI;08122;08;08123
1057;Cataluña;BARCELONA;MOLLET DEL VALLES;08123;08;08124
1058;Cataluña;BARCELONA;MONTCADA I REIXAC;08124;08;08125
1059;Cataluña;BARCELONA;MONTGAT;08125;08;08126
1060;Cataluña;BARCELONA;MONISTROL DE MONTSERRAT;08126;08;08127
1061;Cataluña;BARCELONA;MONISTROL DE CALDERS;08127;08;08128
1062;Cataluña;BARCELONA;MUNTANYOLA;08128;08;08129
1063;Cataluña;BARCELONA;MONTCLAR;08129;08;08130
1064;Cataluña;BARCELONA;MONTESQUIU;08130;08;08131
1065;Cataluña;BARCELONA;MONTMAJOR;08131;08;08132
1066;Cataluña;BARCELONA;MONTMANEU;08132;08;08133
1067;Cataluña;BARCELONA;FIGARO-MONTMANY;08133;08;08134
1068;Cataluña;BARCELONA;MONTMELO;08134;08;08135
1069;Cataluña;BARCELONA;MONTORNES DEL VALLES;08135;08;08136
1070;Cataluña;BARCELONA;MONTSENY;08136;08;08137
1071;Cataluña;BARCELONA;MOIA;08137;08;08138
1072;Cataluña;BARCELONA;MURA;08138;08;08139
1073;Cataluña;BARCELONA;NAVARCLES;08139;08;08140
1074;Cataluña;BARCELONA;NAVAS;08140;08;08141
1075;Cataluña;BARCELONA;NOU DE BERGUEDA (LA);08141;08;08142
1076;Cataluña;BARCELONA;ODENA;08142;08;08143
1077;Cataluña;BARCELONA;OLVAN;08143;08;08144
1078;Cataluña;BARCELONA;OLERDOLA;08144;08;08145
1079;Cataluña;BARCELONA;OLESA DE BONESVALLS;08145;08;08146
1080;Cataluña;BARCELONA;OLESA DE MONTSERRAT;08146;08;08147
1081;Cataluña;BARCELONA;OLIVELLA;08147;08;08148
1082;Cataluña;BARCELONA;OLOST;08148;08;08149
1083;Cataluña;BARCELONA;ORIS;08149;08;08150
1084;Cataluña;BARCELONA;ORISTA;08150;08;08151
1085;Cataluña;BARCELONA;ORPI;08151;08;08152
1086;Cataluña;BARCELONA;ORRIUS;08152;08;08153
1087;Cataluña;BARCELONA;PACS DEL PENEDES;08153;08;08154
1088;Cataluña;BARCELONA;PALAFOLLS;08154;08;08155
1089;Cataluña;BARCELONA;PALAU DE PLEGAMANS;08155;08;08156
1090;Cataluña;BARCELONA;PALLEJA;08156;08;08157
1091;Cataluña;BARCELONA;PAPIOL (EL);08157;08;08158
1092;Cataluña;BARCELONA;PARETS DEL VALLES;08158;08;08159
1093;Cataluña;BARCELONA;PERAFITA;08159;08;08160
1094;Cataluña;BARCELONA;PIERA;08160;08;08161
1095;Cataluña;BARCELONA;HOSTALETS DE PIEROLA (ELS);08161;08;08162
1096;Cataluña;BARCELONA;PINEDA DE MAR;08162;08;08163
1097;Cataluña;BARCELONA;PLA DEL PENEDES (EL);08163;08;08164
1098;Cataluña;BARCELONA;POBLA DE CLARAMUNT (LA);08164;08;08165
1099;Cataluña;BARCELONA;POBLA DE LILLET (LA);08165;08;08166
1100;Cataluña;BARCELONA;POLINYA;08166;08;08167
1101;Cataluña;BARCELONA;PONTONS;08167;08;08168
1102;Cataluña;BARCELONA;PRAT DE LLOBREGAT (EL);08168;08;08169
1103;Cataluña;BARCELONA;PRATS DE REI (ELS);08169;08;08170
1104;Cataluña;BARCELONA;PRATS DE LLUÇANES;08170;08;08171
1105;Cataluña;BARCELONA;PREMIA DE MAR;08171;08;08172
1106;Cataluña;BARCELONA;PRUIT;08172;08;0
1107;Cataluña;BARCELONA;PUIGDALBER;08173;08;08174
1108;Cataluña;BARCELONA;PUIG-REIG;08174;08;08175
1109;Cataluña;BARCELONA;PUJALT;08175;08;08176
1110;Cataluña;BARCELONA;QUAR (LA);08176;08;08177
1111;Cataluña;BARCELONA;RAJADELL;08177;08;08178
1112;Cataluña;BARCELONA;RELLINARS;08178;08;08179
1113;Cataluña;BARCELONA;RIPOLLET;08179;08;08180
1114;Cataluña;BARCELONA;ROCA DEL VALLES (LA);08180;08;08181
1115;Cataluña;BARCELONA;PONT DE VILOMARA I ROCAFORT (EL);08181;08;08182
1116;Cataluña;BARCELONA;RODA DE TER;08182;08;08183
1117;Cataluña;BARCELONA;RUBI;08183;08;08184
1118;Cataluña;BARCELONA;RUBIO;08184;08;08185
1119;Cataluña;BARCELONA;RUPIT I PRUIT;08185;08;08901
1120;Cataluña;BARCELONA;SABADELL;08186;08;08187
1121;Cataluña;BARCELONA;SAGAS;08187;08;08188
1122;Cataluña;BARCELONA;SANT PERE SALLAVINERA;08188;08;08189
1123;Cataluña;BARCELONA;SALDES;08189;08;08190
1124;Cataluña;BARCELONA;SALLENT;08190;08;08191
1125;Cataluña;BARCELONA;SANTPEDOR;08191;08;08192
1126;Cataluña;BARCELONA;SANT ISCLE DE VALLALTA;08192;08;08193
1127;Cataluña;BARCELONA;SANT ADRIA DE BESOS;08193;08;08194
1128;Cataluña;BARCELONA;SANT AGUSTI DE LLUÇANES;08194;08;08195
1129;Cataluña;BARCELONA;SANT ANDREU DE LA BARCA;08195;08;08196
1130;Cataluña;BARCELONA;SANT ANDREU DE LLAVANERES;08196;08;08197
1131;Cataluña;BARCELONA;SANT ANTONI DE VILAMAJOR;08197;08;08198
1132;Cataluña;BARCELONA;SANT BARTOMEU DEL GRAU;08198;08;08199
1133;Cataluña;BARCELONA;SANT BOI DE LLOBREGAT;08199;08;08200
1134;Cataluña;BARCELONA;SANT BOI DE LLUÇANES;08200;08;08201
1135;Cataluña;BARCELONA;SANT CELONI;08201;08;08202
1136;Cataluña;BARCELONA;SANT CEBRIA DE VALLALTA;08202;08;08203
1137;Cataluña;BARCELONA;SANT CLIMENT DE LLOBREGAT;08203;08;08204
1138;Cataluña;BARCELONA;SANT CUGAT DEL VALLES;08204;08;08205
1139;Cataluña;BARCELONA;SANT CUGAT SESGARRIGUES;08205;08;08206
1140;Cataluña;BARCELONA;SANT ESTEVE DE PALAUTORDERA;08206;08;08207
1141;Cataluña;BARCELONA;SANT ESTEVE SESROVIRES;08207;08;08208
1142;Cataluña;BARCELONA;SANT FOST DE CAMPSENTELLES;08208;08;08209
1143;Cataluña;BARCELONA;SANT FELIU DE CODINES;08209;08;08210
1144;Cataluña;BARCELONA;SANT FELIU DE LLOBREGAT;08210;08;08211
1145;Cataluña;BARCELONA;SANT FELIU SASSERRA;08211;08;08212
1146;Cataluña;BARCELONA;SANT FRUITOS DE BAGES;08212;08;08213
1147;Cataluña;BARCELONA;VILASSAR DE DALT;08213;08;08214
1148;Cataluña;BARCELONA;SANT HIPOLIT DE VOLTREGA;08214;08;08215
1149;Cataluña;BARCELONA;SANT JAUME DE FRONTANYA;08215;08;08216
1150;Cataluña;BARCELONA;SANT JOAN DESPI;08216;08;08217
1151;Cataluña;BARCELONA;VILASSAR DE MAR;08217;08;08219
1152;Cataluña;BARCELONA;SANT JULIA DE VILATORTA;08218;08;08220
1153;Cataluña;BARCELONA;SANT JUST DESVERN;08219;08;08221
1154;Cataluña;BARCELONA;SANT LLORENÇ D'HORTONS;08220;08;08222
1155;Cataluña;BARCELONA;SANT LLORENÇ SAVALL;08221;08;08223
1156;Cataluña;BARCELONA;SANT MARTI DE CENTELLES;08222;08;08224
1157;Cataluña;BARCELONA;SANT MARTI D'ALBARS;08223;08;08225
1158;Cataluña;BARCELONA;CALLDETENES;08224;08;08037
1159;Cataluña;BARCELONA;SANT JOAN DE VILATORRADA;08225;08;08218
1160;Cataluña;BARCELONA;SANT MARTI DE TOUS;08226;08;08226
1161;Cataluña;BARCELONA;SANT MARTI SARROCA;08227;08;08227
1162;Cataluña;BARCELONA;SANT MARTI SESGUEIOLES;08228;08;08228
1163;Cataluña;BARCELONA;SANT MATEU DE BAGES;08229;08;08229
1164;Cataluña;BARCELONA;PREMIA DE DALT;08230;08;08230
1165;Cataluña;BARCELONA;SANT PERE DE RIBES;08231;08;08231
1166;Cataluña;BARCELONA;SANT PERE DE RIUDEBITLLES;08232;08;08232
1167;Cataluña;BARCELONA;SANT PERE DE TORELLO;08233;08;08233
1168;Cataluña;BARCELONA;SANT PERE DE VILAMAJOR;08234;08;08234
1169;Cataluña;BARCELONA;SANT POL DE MAR;08235;08;08235
1170;Cataluña;BARCELONA;SANT QUINTI DE MEDIONA;08236;08;08236
1171;Cataluña;BARCELONA;SANT QUIRZE DE BESORA;08237;08;08237
1172;Cataluña;BARCELONA;SANT QUIRZE DEL VALLES;08238;08;08238
1173;Cataluña;BARCELONA;SANT QUIRZE SAFAJA;08239;08;08239
1174;Cataluña;BARCELONA;SANT SADURNI D'ANOIA;08240;08;08240
1175;Cataluña;BARCELONA;SANT SADURNI D'OSORMORT;08241;08;08241
1176;Cataluña;BARCELONA;MARGANELL;08242;08;08242
1177;Cataluña;BARCELONA;SANTA CECILIA DE VOLTREGA;08243;08;08243
1178;Cataluña;BARCELONA;SANTA COLOMA DE CERVELLO;08244;08;08244
1179;Cataluña;BARCELONA;SANTA COLOMA DE GRAMENET;08245;08;08245
1180;Cataluña;BARCELONA;SANTA EUGENIA DE BERGA;08246;08;08246
1181;Cataluña;BARCELONA;SANTA EULALIA DE RIUPRIMER;08247;08;08247
1182;Cataluña;BARCELONA;SANTA EULALIA DE RONÇANA;08248;08;08248
1183;Cataluña;BARCELONA;SANTA FE DEL PENEDES;08249;08;08249
1184;Cataluña;BARCELONA;SANTA MARGARIDA DE MONTBUI;08250;08;08250
1185;Cataluña;BARCELONA;SANTA MARGARIDA I ELS MONJOS;08251;08;08251
1186;Cataluña;BARCELONA;BARBERA DEL VALLES;08252;08;08252
1187;Cataluña;BARCELONA;SANTA MARIA DE BESORA;08253;08;08253
1188;Cataluña;BARCELONA;SANTA MARIA DE CORCO;08254;08;08254
1189;Cataluña;BARCELONA;SANTA MARIA DE MERLES;08255;08;08255
1190;Cataluña;BARCELONA;SANTA MARIA DE MARTORELLES;08256;08;08256
1191;Cataluña;BARCELONA;SANTA MARIA DE MIRALLES;08257;08;08257
1192;Cataluña;BARCELONA;SANTA MARIA D'OLO;08258;08;08258
1193;Cataluña;BARCELONA;SANTA MARIA DE PALAUTORDERA;08259;08;08259
1194;Cataluña;BARCELONA;SANTA PERPETUA DE MOGODA;08260;08;08260
1195;Cataluña;BARCELONA;SANTA SUSANNA;08261;08;08261
1196;Cataluña;BARCELONA;SANT VICENÇ DE CASTELLET;08262;08;08262
1197;Cataluña;BARCELONA;SANT VICENÇ DELS HORTS;08263;08;08263
1198;Cataluña;BARCELONA;SANT VICENÇ DE MONTALT;08264;08;08264
1199;Cataluña;BARCELONA;SANT VICENÇ DE TORELLO;08265;08;08265
1200;Cataluña;BARCELONA;CERDANYOLA DEL VALLES;08266;08;08266
1201;Cataluña;BARCELONA;SENTMENAT;08267;08;08267
1202;Cataluña;BARCELONA;CERCS;08268;08;08268
1203;Cataluña;BARCELONA;SEVA;08269;08;08269
1204;Cataluña;BARCELONA;SITGES;08270;08;08270
1205;Cataluña;BARCELONA;SOBREMUNT;08271;08;08271
1206;Cataluña;BARCELONA;SORA;08272;08;08272
1207;Cataluña;BARCELONA;SUBIRATS;08273;08;08273
1208;Cataluña;BARCELONA;SURIA;08274;08;08274
1209;Cataluña;BARCELONA;TAVERNOLES;08275;08;08275
1210;Cataluña;BARCELONA;TAGAMANENT;08276;08;08276
1211;Cataluña;BARCELONA;TALAMANCA;08277;08;08277
1212;Cataluña;BARCELONA;TARADELL;08278;08;08278
1213;Cataluña;BARCELONA;TERRASSA;08279;08;08279
1214;Cataluña;BARCELONA;TAVERTET;08280;08;08280
1215;Cataluña;BARCELONA;TEIA;08281;08;08281
1216;Cataluña;BARCELONA;TIANA;08282;08;08282
1217;Cataluña;BARCELONA;TONA;08283;08;08283
1218;Cataluña;BARCELONA;TORDERA;08284;08;08284
1219;Cataluña;BARCELONA;TORELLO;08285;08;08285
1220;Cataluña;BARCELONA;TORRE DE CLARAMUNT (LA);08286;08;08286
1221;Cataluña;BARCELONA;TORRELAVIT;08287;08;08287
1222;Cataluña;BARCELONA;TORRELLES DE FOIX;08288;08;08288
1223;Cataluña;BARCELONA;TORRELLES DE LLOBREGAT;08289;08;08289
1224;Cataluña;BARCELONA;ULLASTRELL;08290;08;08290
1225;Cataluña;BARCELONA;VACARISSES;08291;08;08291
1226;Cataluña;BARCELONA;VALLBONA D'ANOIA;08292;08;08292
1227;Cataluña;BARCELONA;VALLCEBRE;08293;08;08293
1228;Cataluña;BARCELONA;VALLDAN;08294;08;0
1229;Cataluña;BARCELONA;VALLGORGUINA;08295;08;08294
1230;Cataluña;BARCELONA;VALLIRANA;08296;08;08295
1231;Cataluña;BARCELONA;VALLROMANES;08297;08;08296
1232;Cataluña;BARCELONA;VECIANA;08298;08;08297
1233;Cataluña;BARCELONA;VIC;08299;08;08298
1234;Cataluña;BARCELONA;VILADA;08300;08;08299
1235;Cataluña;BARCELONA;VILADECAVALLS;08301;08;08300
1236;Cataluña;BARCELONA;VILADECANS;08302;08;08301
1237;Cataluña;BARCELONA;VILANOVA DEL CAMI;08303;08;08302
1238;Cataluña;BARCELONA;VILANOVA DE SAU;08304;08;08303
1239;Cataluña;BARCELONA;VILOBI DEL PENEDES;08305;08;08304
1240;Cataluña;BARCELONA;VILAFRANCA DEL PENEDES;08306;08;08305
1241;Cataluña;BARCELONA;VILALBA SASSERRA;08307;08;08306
1242;Cataluña;BARCELONA;VILANOVA I LA GELTRU;08308;08;08307
1243;Cataluña;BARCELONA;VIVER I SERRATEIX;08309;08;08308
1244;Cataluña;BARCELONA;VILANOVA DEL VALLES;08310;08;08902
1245;Cataluña;BARCELONA;SANT JULIA DE CERDANYOLA;08311;08;08903
1246;Cataluña;BARCELONA;BADIA DEL VALLES;08312;08;08904
1247;Cataluña;BARCELONA;PALMA DE CERVELLO (LA);08313;08;08905
1248;Cataluña;BARCELONA;BARCELONA;08900;08;08019
1249;Castilla y León;BURGOS;ABAJAS;09001;09;09001
1250;Castilla y León;BURGOS;ACEDILLO;09002;09;0
1251;Castilla y León;BURGOS;ADRADA DE HAZA;09003;09;09003
1252;Castilla y León;BURGOS;AFORADOS DE MONEO;09004;09;0
1253;Castilla y León;BURGOS;AGES;09005;09;0
1254;Castilla y León;BURGOS;AGUAS CANDIDAS;09006;09;09006
1255;Castilla y León;BURGOS;AGUILAR DE BUREBA;09007;09;09007
1256;Castilla y León;BURGOS;AGUILERA;09008;09;0
1257;Castilla y León;BURGOS;ALBILLOS;09009;09;09009
1258;Castilla y León;BURGOS;ALCOCERO DE MOLA;09010;09;09010
1259;Castilla y León;BURGOS;ALFOZ DE BRICIA;09011;09;09011
1260;Castilla y León;BURGOS;ALFOZ DE SANTA GADEA;09012;09;09012
1261;Castilla y León;BURGOS;ALTABLE;09013;09;09013
1262;Castilla y León;BURGOS;ALTOS (LOS);09014;09;09014
1263;Castilla y León;BURGOS;AMAYA;09015;09;0
1264;Castilla y León;BURGOS;AMEYUGO;09016;09;09016
1265;Castilla y León;BURGOS;ANGUIX;09017;09;09017
1266;Castilla y León;BURGOS;ARANDA DE DUERO;09018;09;09018
1267;Castilla y León;BURGOS;ARANDILLA;09019;09;09019
1268;Castilla y León;BURGOS;ARAUZO DE MIEL;09020;09;09020
1269;Castilla y León;BURGOS;ARAUZO DE SALCE;09021;09;09021
1270;Castilla y León;BURGOS;ARAUZO DE TORRE;09022;09;09022
1271;Castilla y León;BURGOS;ARCOS;09023;09;09023
1272;Castilla y León;BURGOS;ARENILLAS DE RIOPISUERGA;09024;09;09024
1273;Castilla y León;BURGOS;ARENILLAS DE VILLADIEGO;09025;09;0
1274;Castilla y León;BURGOS;ARIJA;09026;09;09025
1275;Castilla y León;BURGOS;ARLANZON;09027;09;09026
1276;Castilla y León;BURGOS;ARRAYA DE OCA;09028;09;09027
1277;Castilla y León;BURGOS;ARROYAL;09029;09;0
1278;Castilla y León;BURGOS;ATAPUERCA;09030;09;09029
1279;Castilla y León;BURGOS;AUSINES (LOS);09031;09;09030
1280;Castilla y León;BURGOS;AVELLANOSA DEL PARAMO;09032;09;0
1281;Castilla y León;BURGOS;AVELLANOSA DE MUÑO;09033;09;09032
1282;Castilla y León;BURGOS;BAHABON DE ESGUEVA;09034;09;09033
1283;Castilla y León;BURGOS;BALBASES (LOS);09035;09;09034
1284;Castilla y León;BURGOS;BAÑOS DE VALDEARADOS;09036;09;09035
1285;Castilla y León;BURGOS;BAÑUELOS DE BUREBA;09037;09;09036
1286;Castilla y León;BURGOS;BARBADILLO DE HERREROS;09038;09;09037
1287;Castilla y León;BURGOS;BARBADILLO DEL MERCADO;09039;09;09038
1288;Castilla y León;BURGOS;BARBADILLO DEL PEZ;09040;09;09039
1289;Castilla y León;BURGOS;BARCINA DE LOS MONTES;09041;09;0
1290;Castilla y León;BURGOS;BARRIO DE MUÑO;09042;09;09041
1291;Castilla y León;BURGOS;BARRIO DE SAN FELICES;09043;09;0
1292;Castilla y León;BURGOS;BARRIOS DE BUREBA (LOS);09044;09;09043
1293;Castilla y León;BURGOS;BARRIOS DE COLINA;09045;09;09044
1294;Castilla y León;BURGOS;BARRIOS DE VILLADIEGO;09046;09;0
1295;Castilla y León;BURGOS;BASCONCILLOS DEL TOZO;09047;09;09045
1296;Castilla y León;BURGOS;BASCUÑANA;09048;09;09046
1297;Castilla y León;BURGOS;BELBIMBRE;09049;09;09047
1298;Castilla y León;BURGOS;BELORADO;09050;09;09048
1299;Castilla y León;BURGOS;BENTRETEA;09051;09;0
1300;Castilla y León;BURGOS;BERBERANA;09052;09;09050
1301;Castilla y León;BURGOS;BERLANGAS DE ROA;09053;09;09051
1302;Castilla y León;BURGOS;BERZOSA DE BUREBA;09054;09;09052
1303;Castilla y León;BURGOS;BOADA DE ROA;09055;09;0
1304;Castilla y León;BURGOS;BOZOO;09056;09;09054
1305;Castilla y León;BURGOS;BRAZACORTA;09057;09;09055
1306;Castilla y León;BURGOS;BRIVIESCA;09058;09;09056
1307;Castilla y León;BURGOS;BUGEDO;09059;09;09057
1308;Castilla y León;BURGOS;BUNIEL;09060;09;09058
1309;Castilla y León;BURGOS;BUSTO DE BUREBA;09062;09;09060
1310;Castilla y León;BURGOS;CABAÑES DE ESGUEVA;09063;09;09061
1311;Castilla y León;BURGOS;CABEZON DE LA SIERRA;09064;09;09062
1312;Castilla y León;BURGOS;CABIA;09065;09;09063
1313;Castilla y León;BURGOS;CALERUEGA;09066;09;09064
1314;Castilla y León;BURGOS;CAMENO;09067;09;0
1315;Castilla y León;BURGOS;CAMPILLO DE ARANDA;09068;09;09065
1316;Castilla y León;BURGOS;CAMPOLARA;09069;09;09066
1317;Castilla y León;BURGOS;CANICOSA DE LA SIERRA;09070;09;09067
1318;Castilla y León;BURGOS;CANTABRANA;09071;09;09068
1319;Castilla y León;BURGOS;CAÑIZAR;09072;09;0
1320;Castilla y León;BURGOS;CARAZO;09073;09;09070
1321;Castilla y León;BURGOS;CARCEDO DE BUREBA;09074;09;09071
1322;Castilla y León;BURGOS;CARCEDO DE BURGOS;09075;09;09072
1323;Castilla y León;BURGOS;CARDEÑADIJO;09076;09;09073
1324;Castilla y León;BURGOS;CARDEÑAJIMENO;09077;09;09074
1325;Castilla y León;BURGOS;CARDEÑUELA RIOPICO;09078;09;09075
1326;Castilla y León;BURGOS;CARRIAS;09079;09;09076
1327;Castilla y León;BURGOS;CASCAJARES DE BUREBA;09080;09;09077
1328;Castilla y León;BURGOS;CASCAJARES DE LA SIERRA;09081;09;09078
1329;Castilla y León;BURGOS;CASTELLANOS DE CASTRO;09082;09;09079
1330;Castilla y León;BURGOS;CASTIL DE CARRIAS;09083;09;0
1331;Castilla y León;BURGOS;CASTIL DE LENCES;09084;09;0
1332;Castilla y León;BURGOS;CASTILDELGADO;09085;09;09082
1333;Castilla y León;BURGOS;CASTIL DE PEONES;09086;09;09083
1334;Castilla y León;BURGOS;CASTRILLO DE LA REINA;09087;09;09084
1335;Castilla y León;BURGOS;CASTRILLO DE LA VEGA;09088;09;09085
1336;Castilla y León;BURGOS;CASTRILLO DEL VAL;09089;09;09086
1337;Castilla y León;BURGOS;CASTRILLO DE MURCIA;09090;09;0
1338;Castilla y León;BURGOS;CASTRILLO DE RIOPISUERGA;09091;09;09088
1339;Castilla y León;BURGOS;CASTRILLO DE SOLARANA;09092;09;0
1340;Castilla y León;BURGOS;CASTRILLO MATAJUDIOS;09093;09;09090
1341;Castilla y León;BURGOS;CASTROJERIZ;09094;09;09091
1342;Castilla y León;BURGOS;CASTROVIDO;09095;09;0
1343;Castilla y León;BURGOS;CAYUELA;09096;09;09093
1344;Castilla y León;BURGOS;CEBRECOS;09097;09;09094
1345;Castilla y León;BURGOS;CELADA DEL CAMINO;09098;09;09095
1346;Castilla y León;BURGOS;CELADAS;09099;09;0
1347;Castilla y León;BURGOS;CELADILLA SOTOBRIN;09100;09;0
1348;Castilla y León;BURGOS;CEREZO DE RIO TIRON;09101;09;09098
1349;Castilla y León;BURGOS;CERNEGULA;09102;09;0
1350;Castilla y León;BURGOS;CERRATON DE JUARROS;09103;09;09100
1351;Castilla y León;BURGOS;CIADONCHA;09104;09;09101
1352;Castilla y León;BURGOS;CILLAPERLATA;09105;09;09102
1353;Castilla y León;BURGOS;CILLERUELO DE ABAJO;09106;09;09103
1354;Castilla y León;BURGOS;CILLERUELO DE ARRIBA;09107;09;09104
1355;Castilla y León;BURGOS;CIRUELOS DE CERVERA;09108;09;09105
1356;Castilla y León;BURGOS;CITORES DEL PARAMO;09109;09;0
1357;Castilla y León;BURGOS;COCULINA;09110;09;0
1358;Castilla y León;BURGOS;COGOLLOS;09111;09;09108
1359;Castilla y León;BURGOS;CONDADO DE TREVIÑO;09112;09;09109
1360;Castilla y León;BURGOS;CONTRERAS;09113;09;09110
1361;Castilla y León;BURGOS;CORNUDILLA;09114;09;0
1362;Castilla y León;BURGOS;CORUÑA DEL CONDE;09115;09;09112
1363;Castilla y León;BURGOS;COVARRUBIAS;09116;09;09113
1364;Castilla y León;BURGOS;CUBILLO DEL CAMPO;09117;09;09114
