;Comunidad Autónoma;Provincia;Municipio;Código;CodProv;Codigo_Mapa
4545;Cataluña;LLEIDA;CIUTADILLA;25086;25;25074
4546;Cataluña;LLEIDA;CIVIS;25087;25;0
4547;Cataluña;LLEIDA;CLARAVALLS;25088;25;0
4548;Cataluña;LLEIDA;CLARIANA DE CARDENER;25089;25;25075
4549;Cataluña;LLEIDA;CLAVEROL;25090;25;0
4550;Cataluña;LLEIDA;COGUL (EL);25091;25;25076
4551;Cataluña;LLEIDA;COLL DE NARGO;25092;25;25077
4552;Cataluña;LLEIDA;CONQUES;25093;25;0
4553;Cataluña;LLEIDA;CORBINS;25094;25;25078
4554;Cataluña;LLEIDA;CUBELLS;25095;25;25079
4555;Cataluña;LLEIDA;DONZELL D'URGELL;25096;25;0
4556;Cataluña;LLEIDA;DURRO;25097;25;0
4557;Cataluña;LLEIDA;ELLER;25098;25;0
4558;Cataluña;LLEIDA;ENVINY;25099;25;0
4559;Cataluña;LLEIDA;ESCALO;25100;25;0
4560;Cataluña;LLEIDA;ESCUNYAU;25101;25;0
4561;Cataluña;LLEIDA;ESPLUGA CALBA (L');25102;25;25081
4562;Cataluña;LLEIDA;ESPLUGA DE SERRA;25103;25;0
4563;Cataluña;LLEIDA;ESPOT;25104;25;25082
4564;Cataluña;LLEIDA;ESTAC;25105;25;0
4565;Cataluña;LLEIDA;ESTAON;25106;25;0
4566;Cataluña;LLEIDA;ESTARAS;25107;25;25085
4567;Cataluña;LLEIDA;ESTERRI D'ANEU;25108;25;25086
4568;Cataluña;LLEIDA;ESTERRI DE CARDOS;25109;25;25087
4569;Cataluña;LLEIDA;ESTAMARIU;25110;25;25088
4570;Cataluña;LLEIDA;FARRERA;25111;25;25089
4571;Cataluña;LLEIDA;FIGOLS I ALINYA;25112;25;25908
4572;Cataluña;LLEIDA;FIGOLS DE LA CONCA;25113;25;0
4573;Cataluña;LLEIDA;FIGUEROLA D'ORCAU;25114;25;0
4574;Cataluña;LLEIDA;LA FIGUEROSA;25115;25;0
4575;Cataluña;LLEIDA;FLOREJACS;25116;25;0
4576;Cataluña;LLEIDA;FLORESTA (LA);25117;25;25092
4577;Cataluña;LLEIDA;FONDARELLA;25118;25;25093
4578;Cataluña;LLEIDA;FONTLLONGA;25119;25;0
4579;Cataluña;LLEIDA;FORADADA;25120;25;25094
4580;Cataluña;LLEIDA;FORNOLS DE CADI;25121;25;0
4581;Cataluña;LLEIDA;LA FULIOLA;25122;25;25096
4582;Cataluña;LLEIDA;FULLEDA;25123;25;25097
4583;Cataluña;LLEIDA;GAVARRA;25124;25;0
4584;Cataluña;LLEIDA;GAUSAC;25125;25;0
4585;Cataluña;LLEIDA;GERRI DE LA SAL;25126;25;0
4586;Cataluña;LLEIDA;GESSA;25127;25;0
4587;Cataluña;LLEIDA;GOLMES;25128;25;25099
4588;Cataluña;LLEIDA;GOSOL;25129;25;25100
4589;Cataluña;LLEIDA;GRANADELLA (LA);25130;25;25101
4590;Cataluña;LLEIDA;GRANJA D'ESCARP (LA);25131;25;25102
4591;Cataluña;LLEIDA;GRANYANELLA;25132;25;25103
4592;Cataluña;LLEIDA;GRANYENA DE SEGARRA;25133;25;25104
4593;Cataluña;LLEIDA;GRANYENA DE LES GARRIGUES;25134;25;25105
4594;Cataluña;LLEIDA;LA GUARDIA D'ARES;25135;25;0
4595;Cataluña;LLEIDA;LA GUARDIA DE NOGUERA;25136;25;0
4596;Cataluña;LLEIDA;GUILS DEL CANTO;25137;25;0
4597;Cataluña;LLEIDA;GUIMERA;25138;25;25109
4598;Cataluña;LLEIDA;GUISSONA;25139;25;25110
4599;Cataluña;LLEIDA;GUIXERS;25140;25;25111
4600;Cataluña;LLEIDA;GURB DE LA CONCA;25141;25;0
4601;Cataluña;LLEIDA;IVARS DE NOGUERA;25142;25;25112
4602;Cataluña;LLEIDA;IVARS D'URGELL;25143;25;25113
4603;Cataluña;LLEIDA;IVORRA;25144;25;25114
4604;Cataluña;LLEIDA;ISIL;25145;25;0
4605;Cataluña;LLEIDA;ISONA I CONCA DELLA;25146;25;25115
4606;Cataluña;LLEIDA;JOSA DE CADI;25147;25;0
4607;Cataluña;LLEIDA;JOU;25148;25;0
4608;Cataluña;LLEIDA;JUNCOSA;25149;25;25118
4609;Cataluña;LLEIDA;JUNEDA;25150;25;25119
4610;Cataluña;LLEIDA;LES;25152;25;25121
4611;Cataluña;LLEIDA;LINYOLA;25153;25;25122
4612;Cataluña;LLEIDA;LLADORRE;25154;25;25123
4613;Cataluña;LLEIDA;LLADURS;25155;25;25124
4614;Cataluña;LLEIDA;LLANERA;25156;25;0
4615;Cataluña;LLEIDA;LLARDECANS;25157;25;25125
4616;Cataluña;LLEIDA;LLAVORSI;25158;25;25126
4617;Cataluña;LLEIDA;LLES;25159;25;25127
4618;Cataluña;LLEIDA;LLESP;25160;25;0
4619;Cataluña;LLEIDA;LLESSUI;25161;25;0
4620;Cataluña;LLEIDA;LLIMIANA;25162;25;25128
4621;Cataluña;LLEIDA;LLOBERA;25163;25;25129
4622;Cataluña;LLEIDA;MALDA;25164;25;25130
4623;Cataluña;LLEIDA;MALPAS;25165;25;0
4624;Cataluña;LLEIDA;MASSALCOREIG;25166;25;25131
4625;Cataluña;LLEIDA;MASSOTERES;25167;25;25132
4626;Cataluña;LLEIDA;MAIALS;25168;25;25133
4627;Cataluña;LLEIDA;MENARGUENS;25169;25;25134
4628;Cataluña;LLEIDA;MIRALCAMP;25170;25;25135
4629;Cataluña;LLEIDA;MOLSOSA (LA);25171;25;25136
4630;Cataluña;LLEIDA;MOLLERUSSA;25172;25;25137
4631;Cataluña;LLEIDA;MONTCORTES;25173;25;0
4632;Cataluña;LLEIDA;MONTGAI;25174;25;25138
4633;Cataluña;LLEIDA;MONT-ROS;25175;25;0
4634;Cataluña;LLEIDA;MONTANISSELL;25176;25;0
4635;Cataluña;LLEIDA;MONTELLA I MARTINET;25177;25;25139
4636;Cataluña;LLEIDA;MONTOLIU DE SEGARRA;25178;25;25141
4637;Cataluña;LLEIDA;MONTOLIU DE LLEIDA;25179;25;25142
4638;Cataluña;LLEIDA;MONTORNES DE SEGARRA;25180;25;25143
4639;Cataluña;LLEIDA;MUR;25181;25;0
4640;Cataluña;LLEIDA;MUSSER I ARANSER;25182;25;0
4641;Cataluña;LLEIDA;NALEC;25183;25;25145
4642;Cataluña;LLEIDA;NAVES;25184;25;25146
4643;Cataluña;LLEIDA;NOVES DE SEGRE;25185;25;0
4644;Cataluña;LLEIDA;ODEN;25186;25;25148
4645;Cataluña;LLEIDA;OLIANA;25187;25;25149
4646;Cataluña;LLEIDA;OLIOLA;25188;25;25150
4647;Cataluña;LLEIDA;OLIUS;25189;25;25151
4648;Cataluña;LLEIDA;OLUGES (LES);25190;25;25152
4649;Cataluña;LLEIDA;OMELLONS (ELS);25191;25;25153
4650;Cataluña;LLEIDA;OMELLS DE NA GAIA (ELS);25192;25;25154
4651;Cataluña;LLEIDA;ORCAU;25193;25;0
4652;Cataluña;LLEIDA;ORGANYA;25194;25;25155
4653;Cataluña;LLEIDA;HORTONEDA DE LA CONCA;25195;25;0
4654;Cataluña;LLEIDA;OS DE BALAGUER;25196;25;25156
4655;Cataluña;LLEIDA;OSSO DE SIO;25197;25;25157
4656;Cataluña;LLEIDA;PALAU D'ANGLESOLA (EL);25198;25;25158
4657;Cataluña;LLEIDA;PALAU DE NOGUERA;25199;25;0
4658;Cataluña;LLEIDA;LES PALLARGUES;25200;25;0
4659;Cataluña;LLEIDA;PALLEROLS DEL CANTO;25201;25;0
4660;Cataluña;LLEIDA;PARROQUIA D'HORTO;25202;25;0
4661;Cataluña;LLEIDA;COMA I LA PEDRA (LA);25203;25;25163
4662;Cataluña;LLEIDA;PENELLES;25204;25;25164
4663;Cataluña;LLEIDA;PERAMEA;25205;25;0
4664;Cataluña;LLEIDA;PERAMOLA;25206;25;25165
4665;Cataluña;LLEIDA;PINELL DE SOLSONES;25207;25;25166
4666;Cataluña;LLEIDA;PINOS;25208;25;25167
4667;Cataluña;LLEIDA;EL PLA DE SANT TIRS;25209;25;0
4668;Cataluña;LLEIDA;POAL (EL);25210;25;25168
4669;Cataluña;LLEIDA;POBLA DE CERVOLES (LA);25211;25;25169
4670;Cataluña;LLEIDA;BELLAGUARDA;25212;25;25170
4671;Cataluña;LLEIDA;POBLA DE SEGUR (LA);25213;25;25171
4672;Cataluña;LLEIDA;LA POBLETA DE BELLVEI;25214;25;0
4673;Cataluña;LLEIDA;PONTS;25215;25;25172
4674;Cataluña;LLEIDA;PONT DE SUERT (EL);25216;25;25173
4675;Cataluña;LLEIDA;PORTELLA (LA);25217;25;25174
4676;Cataluña;LLEIDA;PRATS I SANSOR;25218;25;25175
4677;Cataluña;LLEIDA;PREIXANA;25219;25;25176
4678;Cataluña;LLEIDA;PREIXENS;25220;25;25177
4679;Cataluña;LLEIDA;PRENYANOSA;25221;25;0
4680;Cataluña;LLEIDA;PRULLANS;25222;25;25179
4681;Cataluña;LLEIDA;PUIGGROS;25223;25;25180
4682;Cataluña;LLEIDA;PUIGVERD D'AGRAMUNT;25224;25;25181
4683;Cataluña;LLEIDA;PUIGVERD DE LLEIDA;25225;25;25182
4684;Cataluña;LLEIDA;RIALP;25226;25;25183
4685;Cataluña;LLEIDA;RIBERA DE CARDOS;25227;25;0
4686;Cataluña;LLEIDA;RINER;25228;25;25186
4687;Cataluña;LLEIDA;RIU DEL PENDIS;25229;25;0
4688;Cataluña;LLEIDA;ROCAFORT DE VALLBONA;25230;25;0
4689;Cataluña;LLEIDA;ROCALLAURA;25231;25;0
4690;Cataluña;LLEIDA;ROSSELLO;25232;25;25189
4691;Cataluña;LLEIDA;SALARDU;25233;25;0
4692;Cataluña;LLEIDA;SALAS DE PALLARS;25234;25;25190
4693;Cataluña;LLEIDA;SANAUJA;25235;25;25191
4694;Cataluña;LLEIDA;SANT GUIM DE FREIXENET;25236;25;25192
4695;Cataluña;LLEIDA;SANT LLORENÇ DE MORUNYS;25237;25;25193
4696;Cataluña;LLEIDA;SANT RAMON;25238;25;25194
4697;Cataluña;LLEIDA;SANTA LINYA;25239;25;0
4698;Cataluña;LLEIDA;SANT ANTOLI I VILANOVA;25240;25;0
4699;Cataluña;LLEIDA;SANT SERNI;25241;25;0
4700;Cataluña;LLEIDA;SANT ESTEVE DE LA SARGA;25242;25;25196
4701;Cataluña;LLEIDA;SANT GUIM DE LA PLANA;25243;25;25197
4702;Cataluña;LLEIDA;SANT MARTI DE MALDA;25244;25;0
4703;Cataluña;LLEIDA;SANT PERE DELS ARQUELLS;25245;25;0
4704;Cataluña;LLEIDA;SANT ROMA D'ABELLA;25246;25;0
4705;Cataluña;LLEIDA;SANT SALVADOR DE TOLO;25247;25;0
4706;Cataluña;LLEIDA;SAPEIRA;25248;25;0
4707;Cataluña;LLEIDA;SARROCA DE LLEIDA;25249;25;25200
4708;Cataluña;LLEIDA;SARROCA DE BELLERA;25250;25;25201
4709;Cataluña;LLEIDA;SENTERADA;25251;25;25202
4710;Cataluña;LLEIDA;SEU D'URGELL (LA);25252;25;25203
4711;Cataluña;LLEIDA;CERC;25253;25;0
4712;Cataluña;LLEIDA;SEROS;25254;25;25204
4713;Cataluña;LLEIDA;SIDAMON;25255;25;25205
4714;Cataluña;LLEIDA;SOLERAS (EL);25256;25;25206
4715;Cataluña;LLEIDA;SOLSONA;25257;25;25207
4716;Cataluña;LLEIDA;SON DEL PINO;25258;25;0
4717;Cataluña;LLEIDA;SORIGUERA;25259;25;25208
4718;Cataluña;LLEIDA;SORPE;25260;25;0
4719;Cataluña;LLEIDA;SORT;25261;25;25209
4720;Cataluña;LLEIDA;SOSES;25262;25;25210
4721;Cataluña;LLEIDA;SUDANELL;25263;25;25211
4722;Cataluña;LLEIDA;SUNYER;25264;25;25212
4723;Cataluña;LLEIDA;SURP;25265;25;0
4724;Cataluña;LLEIDA;SUTERRANYA;25266;25;0
4725;Cataluña;LLEIDA;TAUS;25267;25;0
4726;Cataluña;LLEIDA;TALARN;25268;25;25215
4727;Cataluña;LLEIDA;TALAVERA;25269;25;25216
4728;Cataluña;LLEIDA;EL TALLADELL;25270;25;0
4729;Cataluña;LLEIDA;TALLTENDRE;25271;25;0
4730;Cataluña;LLEIDA;TARREGA;25272;25;25217
4731;Cataluña;LLEIDA;TARRES;25273;25;25218
4732;Cataluña;LLEIDA;TARROJA DE SEGARRA;25274;25;25219
4733;Cataluña;LLEIDA;TERMENS;25275;25;25220
4734;Cataluña;LLEIDA;TIRVIA;25276;25;25221
4735;Cataluña;LLEIDA;TIURANA;25277;25;25222
4736;Cataluña;LLEIDA;TOLORIU;25278;25;0
4737;Cataluña;LLEIDA;TORA;25279;25;25223
4738;Cataluña;LLEIDA;SERRADELL (TORALLA);25280;25;0
4739;Cataluña;LLEIDA;TORMS (ELS);25281;25;25224
4740;Cataluña;LLEIDA;TORNABOUS;25282;25;25225
4741;Cataluña;LLEIDA;TORREBESSES;25283;25;25226
4742;Cataluña;LLEIDA;TORRE DE CABDELLA (LA);25284;25;25227
4743;Cataluña;LLEIDA;TORREFARRERA;25285;25;25228
4744;Cataluña;LLEIDA;TORREFETA;25286;25;0
4745;Cataluña;LLEIDA;TORREGROSSA;25287;25;25230
4746;Cataluña;LLEIDA;TORRELAMEU;25288;25;25231
4747;Cataluña;LLEIDA;TORRES DE SEGRE;25289;25;25232
4748;Cataluña;LLEIDA;TORRE-SERONA;25290;25;25233
4749;Cataluña;LLEIDA;EL TOSSAL;25291;25;0
4750;Cataluña;LLEIDA;TOST;25292;25;0
4751;Cataluña;LLEIDA;TRAGO;25293;25;0
4752;Cataluña;LLEIDA;TREDOS;25294;25;0
4753;Cataluña;LLEIDA;TREMP;25295;25;25234
4754;Cataluña;LLEIDA;TUDELA DE SEGRE;25296;25;0
4755;Cataluña;LLEIDA;JOSA I TUIXEN;25297;25;25910
4756;Cataluña;LLEIDA;UNARRE;25298;25;0
4757;Cataluña;LLEIDA;VALENCIA D'ANEU;25299;25;0
4758;Cataluña;LLEIDA;VALLBONA DE LES MONGES;25300;25;25238
4759;Cataluña;LLEIDA;VALLFOGONA DE BALAGUER;25301;25;25240
4760;Cataluña;LLEIDA;LA VANSA I FORNOLS;25302;25;25909
4761;Cataluña;LLEIDA;VERDU;25303;25;25242
4762;Cataluña;LLEIDA;VIELHA E MIJARAN;25304;25;25243
4763;Cataluña;LLEIDA;VILAC;25305;25;0
4764;Cataluña;LLEIDA;VILAGRASSA;25306;25;25244
4765;Cataluña;LLEIDA;VILALLER;25307;25;25245
4766;Cataluña;LLEIDA;VILAMITJANA;25308;25;0
4767;Cataluña;LLEIDA;VILAMOS;25309;25;25247
4768;Cataluña;LLEIDA;VILANOVA DE BELLPUIG;25310;25;25248
4769;Cataluña;LLEIDA;VILANOVA DE L'AGUDA;25311;25;25249
4770;Cataluña;LLEIDA;VILANOVA DE MEIA;25312;25;25250
4771;Cataluña;LLEIDA;VILANOVA DE SEGRIA;25313;25;25251
4772;Cataluña;LLEIDA;VILA-SANA;25314;25;25252
4773;Cataluña;LLEIDA;VILLEC I ESTANA;25315;25;0
4774;Cataluña;LLEIDA;VILOSELL (EL);25316;25;25253
4775;Cataluña;LLEIDA;VILANOVA DE LA BARCA;25317;25;25254
4776;Cataluña;LLEIDA;VILA I VALL CASTELLBO;25318;25;0
4777;Cataluña;LLEIDA;VINAIXA;25319;25;25255
4778;Cataluña;LLEIDA;EL VIU DE LLEVATA;25320;25;0
4779;Cataluña;LLEIDA;CASTELL DE MUR;25321;25;25904
4780;Cataluña;LLEIDA;LES VALLS DE VALIRA;25322;25;25239
4781;Cataluña;LLEIDA;VALLS D'AGUILAR (LES);25323;25;25906
4782;Cataluña;LLEIDA;VALL DE CARDOS;25324;25;25901
4783;Cataluña;LLEIDA;TORREFETA I FLOREJACS;25325;25;25907
4784;Cataluña;LLEIDA;SANT MARTI DE RIUCORB;25326;25;25902
4785;Cataluña;LLEIDA;RIBERA D'URGELLET;25327;25;25185
4786;Cataluña;LLEIDA;RIBERA D'ONDARA;25328;25;25905
4787;Cataluña;LLEIDA;BAIX PALLARS;25329;25;25039
4788;Cataluña;LLEIDA;ALT ANEU;25330;25;25024
4789;Cataluña;LLEIDA;NAUT ARAN;25331;25;25025
4790;Cataluña;LLEIDA;GUINGUETA D'ANEU (LA);25332;25;25903
4791;Cataluña;LLEIDA;PLANS DE SIO (ELS);25333;25;25911
4792;Cataluña;LLEIDA;PALLARS JUSSA;25334;25;25161
4793;Cataluña;LLEIDA;GAVET DE LA CONCA;25335;25;25098
4794;Cataluña;LLEIDA;MONTFERRER I CASTELLBO;25336;25;25140
4795;Cataluña;LLEIDA;GIMENELLS I EL PLA DE LA FONT;25337;25;25912
4796;Cataluña;LLEIDA;RIU DE CERDANYA;25338;25;25913
4797;Cataluña;LLEIDA;LLEIDA;25900;25;25120
4798;La Rioja;LA RIOJA;ABALOS;26001;26;26001
4799;La Rioja;LA RIOJA;AGONCILLO;26002;26;26002
4800;La Rioja;LA RIOJA;AGUILAR DEL RIO ALHAMA;26003;26;26003
4801;La Rioja;LA RIOJA;AJAMIL;26004;26;26004
4802;La Rioja;LA RIOJA;ALBELDA DE IREGUA;26005;26;26005
4803;La Rioja;LA RIOJA;ALBERITE;26006;26;26006
4804;La Rioja;LA RIOJA;ALCANADRE;26007;26;26007
4805;La Rioja;LA RIOJA;ALDEANUEVA DE EBRO;26008;26;26008
4806;La Rioja;LA RIOJA;ALESANCO;26009;26;26009
4807;La Rioja;LA RIOJA;ALESON;26010;26;26010
4808;La Rioja;LA RIOJA;ALFARO;26011;26;26011
4809;La Rioja;LA RIOJA;ALMARZA DE CAMEROS;26012;26;26012
4810;La Rioja;LA RIOJA;ANGUCIANA;26013;26;26013
4811;La Rioja;LA RIOJA;ANGUIANO;26014;26;26014
4812;La Rioja;LA RIOJA;ARENZANA DE ABAJO;26015;26;26015
4813;La Rioja;LA RIOJA;ARENZANA DE ARRIBA;26016;26;26016
4814;La Rioja;LA RIOJA;ARNEDILLO;26017;26;26017
4815;La Rioja;LA RIOJA;ARNEDO;26018;26;26018
4816;La Rioja;LA RIOJA;ARRUBAL;26019;26;26019
4817;La Rioja;LA RIOJA;AUSEJO;26020;26;26020
4818;La Rioja;LA RIOJA;AUTOL;26021;26;26021
4819;La Rioja;LA RIOJA;AZOFRA;26022;26;26022
4820;La Rioja;LA RIOJA;BADARAN;26023;26;26023
4821;La Rioja;LA RIOJA;BAÑARES;26024;26;26024
4822;La Rioja;LA RIOJA;BAÑOS DE RIOJA;26025;26;26025
4823;La Rioja;LA RIOJA;BAÑOS DE RIO TOBIA;26026;26;26026
4824;La Rioja;LA RIOJA;BERCEO;26027;26;26027
4825;La Rioja;LA RIOJA;BERGASA;26028;26;26028
4826;La Rioja;LA RIOJA;BERGASILLAS BAJERA;26029;26;26029
4827;La Rioja;LA RIOJA;BEZARES;26030;26;26030
4828;La Rioja;LA RIOJA;BOBADILLA;26031;26;26031
4829;La Rioja;LA RIOJA;BRIEVA DE CAMEROS;26032;26;26032
4830;La Rioja;LA RIOJA;BRIÑAS;26033;26;26033
4831;La Rioja;LA RIOJA;BRIONES;26034;26;26034
4832;La Rioja;LA RIOJA;CABEZON DE CAMEROS;26035;26;26035
4833;La Rioja;LA RIOJA;CALAHORRA;26036;26;26036
4834;La Rioja;LA RIOJA;CAMPROVIN;26037;26;26037
4835;La Rioja;LA RIOJA;CANALES DE LA SIERRA;26038;26;26038
4836;La Rioja;LA RIOJA;CANILLAS DE RIO TUERTO;26039;26;26039
4837;La Rioja;LA RIOJA;CAÑAS;26040;26;26040
4838;La Rioja;LA RIOJA;CARDENAS;26041;26;26041
4839;La Rioja;LA RIOJA;CASALARREINA;26042;26;26042
4840;La Rioja;LA RIOJA;CASTAÑARES DE RIOJA;26043;26;26043
4841;La Rioja;LA RIOJA;CASTROVIEJO;26044;26;26044
4842;La Rioja;LA RIOJA;CELLORIGO;26045;26;26045
4843;La Rioja;LA RIOJA;CENICERO;26046;26;26046
4844;La Rioja;LA RIOJA;CERVERA DEL RIO ALHAMA;26047;26;26047
4845;La Rioja;LA RIOJA;CIDAMON;26048;26;26048
4846;La Rioja;LA RIOJA;CIHURI;26049;26;26049
4847;La Rioja;LA RIOJA;CIRUEÑA;26050;26;26050
4848;La Rioja;LA RIOJA;CLAVIJO;26051;26;26051
4849;La Rioja;LA RIOJA;CORDOVIN;26052;26;26052
4850;La Rioja;LA RIOJA;CORERA;26053;26;26053
4851;La Rioja;LA RIOJA;CORNAGO;26054;26;26054
4852;La Rioja;LA RIOJA;CORPORALES;26055;26;26055
4853;La Rioja;LA RIOJA;CUZCURRITA DE RIO TIRON;26056;26;26056
4854;La Rioja;LA RIOJA;DAROCA DE RIOJA;26057;26;26057
4855;La Rioja;LA RIOJA;ENCISO;26058;26;26058
4856;La Rioja;LA RIOJA;ENTRENA;26059;26;26059
4857;La Rioja;LA RIOJA;ESTOLLO;26060;26;26060
4858;La Rioja;LA RIOJA;EZCARAY;26061;26;26061
4859;La Rioja;LA RIOJA;FONCEA;26062;26;26062
4860;La Rioja;LA RIOJA;FONZALECHE;26063;26;26063
4861;La Rioja;LA RIOJA;FUENMAYOR;26064;26;26064
4862;La Rioja;LA RIOJA;GALBARRULI;26065;26;26065
4863;La Rioja;LA RIOJA;GALILEA;26066;26;26066
4864;La Rioja;LA RIOJA;GALLINERO DE CAMEROS;26067;26;26067
4865;La Rioja;LA RIOJA;GIMILEO;26068;26;26068
4866;La Rioja;LA RIOJA;GRAÑON;26069;26;26069
4867;La Rioja;LA RIOJA;GRAVALOS;26070;26;26070
4868;La Rioja;LA RIOJA;HARO;26071;26;26071
4869;La Rioja;LA RIOJA;HERCE;26072;26;26072
4870;La Rioja;LA RIOJA;HERRAMELLURI;26073;26;26073
4871;La Rioja;LA RIOJA;HERVIAS;26074;26;26074
4872;La Rioja;LA RIOJA;HORMILLA;26075;26;26075
4873;La Rioja;LA RIOJA;HORMILLEJA;26076;26;26076
4874;La Rioja;LA RIOJA;HORNILLOS DE CAMEROS;26077;26;26077
4875;La Rioja;LA RIOJA;HORNOS DE MONCALVILLO;26078;26;26078
4876;La Rioja;LA RIOJA;HUERCANOS;26079;26;26079
4877;La Rioja;LA RIOJA;IGEA;26080;26;26080
4878;La Rioja;LA RIOJA;JALON DE CAMEROS;26081;26;26081
4879;La Rioja;LA RIOJA;LAGUNA DE CAMEROS;26082;26;26082
4880;La Rioja;LA RIOJA;LAGUNILLA DEL JUBERA;26083;26;26083
4881;La Rioja;LA RIOJA;LARDERO;26084;26;26084
4882;La Rioja;LA RIOJA;LARRIBA;26085;26;0
4883;La Rioja;LA RIOJA;LEDESMA DE LA COGOLLA;26086;26;26086
4884;La Rioja;LA RIOJA;LEIVA;26087;26;26087
4885;La Rioja;LA RIOJA;LEZA DE RIO LEZA;26088;26;26088
4886;La Rioja;LA RIOJA;LUEZAS;26090;26;0
4887;La Rioja;LA RIOJA;LUMBRERAS;26091;26;26091
4888;La Rioja;LA RIOJA;MANJARRES;26092;26;26092
4889;La Rioja;LA RIOJA;MANSILLA DE LA SIERRA;26093;26;26093
4890;La Rioja;LA RIOJA;MANZANARES DE RIOJA;26094;26;26094
4891;La Rioja;LA RIOJA;MATUTE;26095;26;26095
4892;La Rioja;LA RIOJA;MEDRANO;26096;26;26096
4893;La Rioja;LA RIOJA;OCON;26097;26;26108
4894;La Rioja;LA RIOJA;MONTALVO CAM;26098;26;0
4895;La Rioja;LA RIOJA;MUNILLA;26099;26;26098
4896;La Rioja;LA RIOJA;MURILLO DE RIO LEZA;26100;26;26099
4897;La Rioja;LA RIOJA;MURO DE AGUAS;26101;26;26100
4898;La Rioja;LA RIOJA;MURO EN CAMEROS;26102;26;26101
4899;La Rioja;LA RIOJA;NAJERA;26103;26;26102
4900;La Rioja;LA RIOJA;NALDA;26104;26;26103
4901;La Rioja;LA RIOJA;NAVAJUN;26105;26;26104
4902;La Rioja;LA RIOJA;NAVARRETE;26106;26;26105
4903;La Rioja;LA RIOJA;NESTARES;26107;26;26106
4904;La Rioja;LA RIOJA;NIEVA DE CAMEROS;26108;26;26107
4905;La Rioja;LA RIOJA;OCHANDURI;26109;26;26109
4906;La Rioja;LA RIOJA;OJACASTRO;26110;26;26110
4907;La Rioja;LA RIOJA;OLLAURI;26111;26;26111
4908;La Rioja;LA RIOJA;ORTIGOSA DE CAMEROS;26112;26;26112
4909;La Rioja;LA RIOJA;PAZUENGOS;26113;26;26113
4910;La Rioja;LA RIOJA;PEDROSO;26114;26;26114
4911;La Rioja;LA RIOJA;PINILLOS;26115;26;26115
4912;La Rioja;LA RIOJA;POYALES;26116;26;0
4913;La Rioja;LA RIOJA;PRADEJON;26117;26;26117
4914;La Rioja;LA RIOJA;PRADILLO;26118;26;26118
4915;La Rioja;LA RIOJA;PREJANO;26119;26;26119
4916;La Rioja;LA RIOJA;QUEL;26120;26;26120
4917;La Rioja;LA RIOJA;RABANERA;26121;26;26121
4918;La Rioja;LA RIOJA;RASILLO DE CAMEROS (EL);26122;26;26122
4919;La Rioja;LA RIOJA;REDAL (EL);26123;26;26123
4920;La Rioja;LA RIOJA;RIBAFRECHA;26124;26;26124
4921;La Rioja;LA RIOJA;RINCON DE SOTO;26125;26;26125
4922;La Rioja;LA RIOJA;ROBRES DEL CASTILLO;26126;26;26126
4923;La Rioja;LA RIOJA;RODEZNO;26127;26;26127
4924;La Rioja;LA RIOJA;SAJAZARRA;26128;26;26128
4925;La Rioja;LA RIOJA;SAN ASENSIO;26129;26;26129
4926;La Rioja;LA RIOJA;SAN MILLAN DE LA COGOLLA;26130;26;26130
4927;La Rioja;LA RIOJA;SAN MILLAN DE YECORA;26131;26;26131
4928;La Rioja;LA RIOJA;SAN ROMAN DE CAMEROS;26132;26;26132
4929;La Rioja;LA RIOJA;SANTA;26133;26;0
4930;La Rioja;LA RIOJA;SANTA COLOMA;26134;26;26134
4931;La Rioja;LA RIOJA;SANTA ENGRACIA DEL JUBERA;26135;26;26135
4932;La Rioja;LA RIOJA;SANTA EULALIA BAJERA;26136;26;26136
4933;La Rioja;LA RIOJA;SANTA MARIA CAM;26137;26;0
4934;La Rioja;LA RIOJA;SANTO DOMINGO DE LA CALZADA;26138;26;26138
4935;La Rioja;LA RIOJA;SAN TORCUATO;26139;26;26139
4936;La Rioja;LA RIOJA;SANTURDE DE RIOJA;26140;26;26140
4937;La Rioja;LA RIOJA;SANTURDEJO;26141;26;26141
4938;La Rioja;LA RIOJA;SAN VICENTE DE LA SONSIERRA;26142;26;26142
4939;La Rioja;LA RIOJA;SOJUELA;26143;26;26143
4940;La Rioja;LA RIOJA;SORZANO;26144;26;26144
4941;La Rioja;LA RIOJA;SOTES;26145;26;26145
4942;La Rioja;LA RIOJA;SOTO EN CAMEROS;26146;26;26146
4943;La Rioja;LA RIOJA;TERROBA;26147;26;26147
4944;La Rioja;LA RIOJA;TIRGO;26148;26;26148
4945;La Rioja;LA RIOJA;TOBIA;26149;26;26149
4946;La Rioja;LA RIOJA;TORMANTOS;26150;26;26150
4947;La Rioja;LA RIOJA;TORRECILLA EN CAMEROS;26151;26;26151
4948;La Rioja;LA RIOJA;TORRECILLA SOBRE ALESANCO;26152;26;26152
4949;La Rioja;LA RIOJA;TORRE EN CAMEROS;26153;26;26153
4950;La Rioja;LA RIOJA;TORREMONTALBO;26154;26;26154
4951;La Rioja;LA RIOJA;TREVIANA;26155;26;26155
4952;La Rioja;LA RIOJA;TREVIJANO;26156;26;0
4953;La Rioja;LA RIOJA;TRICIO;26157;26;26157
4954;La Rioja;LA RIOJA;TUDELILLA;26158;26;26158
4955;La Rioja;LA RIOJA;TURRUCUN;26159;26;0
