;CodProv;Codigo Provincia;Codigo_Mapa;Comunidad Autónoma;Código;Municipio;Nº alojamientos;Provincia
2372;15;15;15022;Galicia;15022;CEDEIRA;28;CORUÑA (A)
2373;15;15;15023;Galicia;15023;CEE;34;CORUÑA (A)
2374;15;15;15024;Galicia;15024;CERCEDA;1;CORUÑA (A)
2375;15;15;15025;Galicia;15025;CERDIDO;0;CORUÑA (A)
2376;15;15;0;Galicia;15026;CESURAS;1;CORUÑA (A)
2377;15;15;15027;Galicia;15027;COIROS;0;CORUÑA (A)
2378;15;15;15028;Galicia;15028;CORCUBION;26;CORUÑA (A)
2379;15;15;15029;Galicia;15029;CORISTANCO;0;CORUÑA (A)
2380;15;15;15031;Galicia;15031;CULLEREDO;10;CORUÑA (A)
2381;15;15;15032;Galicia;15032;CURTIS;3;CORUÑA (A)
2382;15;15;15033;Galicia;15033;DODRO;0;CORUÑA (A)
2383;15;15;15034;Galicia;15034;DUMBRIA;11;CORUÑA (A)
2384;15;15;0;Galicia;15035;ENFESTA;0;CORUÑA (A)
2385;15;15;15035;Galicia;15036;FENE;0;CORUÑA (A)
2386;15;15;15036;Galicia;15037;FERROL;27;CORUÑA (A)
2387;15;15;15037;Galicia;15038;FISTERRA;0;CORUÑA (A)
2388;15;15;15038;Galicia;15039;FRADES;1;CORUÑA (A)
2389;15;15;15039;Galicia;15040;IRIXOA;0;CORUÑA (A)
2390;15;15;15040;Galicia;15041;LAXE;24;CORUÑA (A)
2391;15;15;15041;Galicia;15042;LARACHA;0;CORUÑA (A)
2392;15;15;15042;Galicia;15043;LOUSAME;1;CORUÑA (A)
2393;15;15;15043;Galicia;15044;MALPICA DE BERGANTIÑOS;15;CORUÑA (A)
2394;15;15;15044;Galicia;15045;MAÑON;4;CORUÑA (A)
2395;15;15;15045;Galicia;15046;MAZARICOS;13;CORUÑA (A)
2396;15;15;15046;Galicia;15047;MELIDE;24;CORUÑA (A)
2397;15;15;15047;Galicia;15048;MESIA;0;CORUÑA (A)
2398;15;15;15048;Galicia;15049;MIÑO;15;CORUÑA (A)
2399;15;15;15049;Galicia;15050;MOECHE;0;CORUÑA (A)
2400;15;15;15050;Galicia;15051;MONFERO;4;CORUÑA (A)
2401;15;15;15051;Galicia;15052;MUGARDOS;3;CORUÑA (A)
2402;15;15;15052;Galicia;15053;MUXIA;46;CORUÑA (A)
2403;15;15;15053;Galicia;15054;MUROS;20;CORUÑA (A)
2404;15;15;15054;Galicia;15055;NARON;11;CORUÑA (A)
2405;15;15;15055;Galicia;15056;NEDA;2;CORUÑA (A)
2406;15;15;15056;Galicia;15057;NEGREIRA;7;CORUÑA (A)
2407;15;15;15057;Galicia;15058;NOIA;15;CORUÑA (A)
2408;15;15;15058;Galicia;15059;OLEIROS;17;CORUÑA (A)
2409;15;15;15059;Galicia;15060;ORDES;0;CORUÑA (A)
2410;15;15;15060;Galicia;15061;OROSO;1;CORUÑA (A)
2411;15;15;15061;Galicia;15062;ORTIGUEIRA;12;CORUÑA (A)
2412;15;15;15062;Galicia;15063;OUTES;13;CORUÑA (A)
2413;15;15;0;Galicia;15064;OZA DOS RIOS;5;CORUÑA (A)
2414;15;15;15064;Galicia;15065;PADERNE;4;CORUÑA (A)
2415;15;15;15065;Galicia;15066;PADRON;32;CORUÑA (A)
2416;15;15;15066;Galicia;15067;PINO (O);0;CORUÑA (A)
2417;15;15;15067;Galicia;15068;POBRA DO CARAMIÑAL (A);14;CORUÑA (A)
2418;15;15;15068;Galicia;15069;PONTECESO;7;CORUÑA (A)
2419;15;15;15069;Galicia;15070;PONTEDEUME;0;CORUÑA (A)
2420;15;15;15070;Galicia;15071;PONTES DE GARCIA RODRIGUEZ (AS);0;CORUÑA (A)
2421;15;15;15071;Galicia;15072;PORTO DO SON;16;CORUÑA (A)
2422;15;15;15072;Galicia;15073;RIANXO;0;CORUÑA (A)
2423;15;15;15073;Galicia;15074;RIBEIRA;29;CORUÑA (A)
2424;15;15;15074;Galicia;15075;ROIS;3;CORUÑA (A)
2425;15;15;15075;Galicia;15076;SADA;11;CORUÑA (A)
2426;15;15;15076;Galicia;15077;SAN SADURNIÑO;0;CORUÑA (A)
2427;15;15;15077;Galicia;15078;SANTA COMBA;3;CORUÑA (A)
2428;15;15;15078;Galicia;15079;SANTIAGO DE COMPOSTELA;387;CORUÑA (A)
2429;15;15;15079;Galicia;15080;SANTISO;1;CORUÑA (A)
2430;15;15;15080;Galicia;15081;SOBRADO;0;CORUÑA (A)
2431;15;15;15081;Galicia;15082;SOMOZAS (AS);1;CORUÑA (A)
2432;15;15;15082;Galicia;15083;TEO;13;CORUÑA (A)
2433;15;15;15083;Galicia;15084;TOQUES;0;CORUÑA (A)
2434;15;15;15084;Galicia;15085;TORDOIA;0;CORUÑA (A)
2435;15;15;15085;Galicia;15086;TOURO;2;CORUÑA (A)
2436;15;15;15086;Galicia;15087;TRAZO;0;CORUÑA (A)
2437;15;15;15087;Galicia;15088;VALDOVIÑO;14;CORUÑA (A)
2438;15;15;15088;Galicia;15089;VAL DO DUBRA;0;CORUÑA (A)
2439;15;15;15089;Galicia;15090;VEDRA;3;CORUÑA (A)
2440;15;15;15090;Galicia;15091;VILASANTAR;0;CORUÑA (A)
2441;15;15;15091;Galicia;15092;VILARMAIOR;0;CORUÑA (A)
2442;15;15;15092;Galicia;15093;VIMIANZO;10;CORUÑA (A)
2443;15;15;15093;Galicia;15094;ZAS;3;CORUÑA (A)
2444;15;15;15901;Galicia;15095;CARIÑO;7;CORUÑA (A)
2445;15;15;15902;Galicia;15096;OZA-CESURAS;1;CORUÑA (A)
2446;15;15;15030;Galicia;15900;CORUÑA A;131;CORUÑA (A)
2447;16;16;16001;Castilla-La Mancha;16001;ABIA DE LA OBISPALIA;0;CUENCA
2448;16;16;16002;Castilla-La Mancha;16002;ACEBRON (EL);0;CUENCA
2449;16;16;16003;Castilla-La Mancha;16003;ALARCON;5;CUENCA
2450;16;16;16004;Castilla-La Mancha;16004;ALBALADEJO DEL CUENDE;0;CUENCA
2451;16;16;16005;Castilla-La Mancha;16005;ALBALATE DE LAS NOGUERAS;0;CUENCA
2452;16;16;16006;Castilla-La Mancha;16006;ALBENDEA;0;CUENCA
2453;16;16;16007;Castilla-La Mancha;16007;ALBERCA DE ZANCARA (LA);0;CUENCA
2454;16;16;16008;Castilla-La Mancha;16008;ALCALA DE LA VEGA;0;CUENCA
2455;16;16;16009;Castilla-La Mancha;16009;ALCANTUD;0;CUENCA
2456;16;16;16010;Castilla-La Mancha;16010;ALCAZAR DEL REY;0;CUENCA
2457;16;16;16011;Castilla-La Mancha;16011;ALCOHUJATE;0;CUENCA
2458;16;16;16012;Castilla-La Mancha;16012;ALCONCHEL DE LA ESTRELLA;1;CUENCA
2459;16;16;16013;Castilla-La Mancha;16013;ALGARRA;0;CUENCA
2460;16;16;16014;Castilla-La Mancha;16014;ALIAGUILLA;0;CUENCA
2461;16;16;16015;Castilla-La Mancha;16015;ALMARCHA (LA);0;CUENCA
2462;16;16;16016;Castilla-La Mancha;16016;ALMENDROS;0;CUENCA
2463;16;16;16017;Castilla-La Mancha;16017;ALMODOVAR DEL PINAR;0;CUENCA
2464;16;16;16018;Castilla-La Mancha;16018;ALMONACID DEL MARQUESADO;0;CUENCA
2465;16;16;16019;Castilla-La Mancha;16019;ALTAREJOS;0;CUENCA
2466;16;16;16020;Castilla-La Mancha;16020;ARANDILLA DEL ARROYO;0;CUENCA
2467;16;16;16905;Castilla-La Mancha;16021;ARCAS DEL VILLAR;0;CUENCA
2468;16;16;16023;Castilla-La Mancha;16022;CHILLARON DE CUENCA;4;CUENCA
2469;16;16;16022;Castilla-La Mancha;16023;ARCOS DE LA SIERRA;0;CUENCA
2470;16;16;16024;Castilla-La Mancha;16024;ARGUISUELAS;0;CUENCA
2471;16;16;16025;Castilla-La Mancha;16025;ARRANCACEPAS;0;CUENCA
2472;16;16;16026;Castilla-La Mancha;16026;ATALAYA DEL CAÑAVATE;0;CUENCA
2473;16;16;16027;Castilla-La Mancha;16027;BARAJAS DE MELO;0;CUENCA
2474;16;16;0;Castilla-La Mancha;16028;BARBALIMPIA;0;CUENCA
2475;16;16;16029;Castilla-La Mancha;16029;BARCHIN DEL HOYO;0;CUENCA
2476;16;16;16030;Castilla-La Mancha;16030;BASCUÑANA DE SAN PEDRO;0;CUENCA
2477;16;16;16031;Castilla-La Mancha;16031;BEAMUD;1;CUENCA
2478;16;16;16032;Castilla-La Mancha;16032;BELINCHON;0;CUENCA
2479;16;16;16033;Castilla-La Mancha;16033;BELMONTE;19;CUENCA
2480;16;16;16034;Castilla-La Mancha;16034;BELMONTEJO;0;CUENCA
2481;16;16;16035;Castilla-La Mancha;16035;BETETA;3;CUENCA
2482;16;16;0;Castilla-La Mancha;16036;BOLLIGA;0;CUENCA
2483;16;16;16036;Castilla-La Mancha;16037;BONICHES;1;CUENCA
2484;16;16;0;Castilla-La Mancha;16038;BONILLA;0;CUENCA
2485;16;16;16038;Castilla-La Mancha;16039;BUCIEGAS;0;CUENCA
2486;16;16;16039;Castilla-La Mancha;16040;BUENACHE DE ALARCON;0;CUENCA
2487;16;16;16040;Castilla-La Mancha;16041;BUENACHE DE LA SIERRA;3;CUENCA
2488;16;16;16041;Castilla-La Mancha;16042;BUENDIA;5;CUENCA
2489;16;16;16042;Castilla-La Mancha;16043;CAMPILLO DE ALTOBUEY;1;CUENCA
2490;16;16;16043;Castilla-La Mancha;16044;CAMPILLOS-PARAVIENTOS;0;CUENCA
2491;16;16;16044;Castilla-La Mancha;16045;CAMPILLOS-SIERRA;0;CUENCA
2492;16;16;16045;Castilla-La Mancha;16046;CANALEJAS DEL ARROYO;0;CUENCA
2493;16;16;16046;Castilla-La Mancha;16047;CAÑADA DEL HOYO;2;CUENCA
2494;16;16;16047;Castilla-La Mancha;16048;CAÑADA JUNCOSA;0;CUENCA
2495;16;16;16048;Castilla-La Mancha;16049;CAÑAMARES;3;CUENCA
2496;16;16;16049;Castilla-La Mancha;16050;CAÑAVATE (EL);0;CUENCA
2497;16;16;16050;Castilla-La Mancha;16051;CAÑAVERAS;0;CUENCA
2498;16;16;16051;Castilla-La Mancha;16052;CAÑAVERUELAS;0;CUENCA
2499;16;16;16052;Castilla-La Mancha;16053;CAÑETE;6;CUENCA
2500;16;16;16053;Castilla-La Mancha;16054;CAÑIZARES;0;CUENCA
2501;16;16;0;Castilla-La Mancha;16055;CARACENILLA;2;CUENCA
2502;16;16;16055;Castilla-La Mancha;16056;CARBONERAS DE GUADAZAON;3;CUENCA
2503;16;16;16056;Castilla-La Mancha;16057;CARDENETE;0;CUENCA
2504;16;16;16057;Castilla-La Mancha;16058;CARRASCOSA;2;CUENCA
2505;16;16;16058;Castilla-La Mancha;16059;CARRASCOSA DE HARO;0;CUENCA
2506;16;16;16901;Castilla-La Mancha;16060;CAMPOS PARAI;0;CUENCA
2507;16;16;16060;Castilla-La Mancha;16061;CASAS DE BENITEZ;1;CUENCA
2508;16;16;16061;Castilla-La Mancha;16062;CASAS DE FERNANDO ALONSO;1;CUENCA
2509;16;16;16062;Castilla-La Mancha;16063;CASAS DE GARCIMOLINA;0;CUENCA
2510;16;16;16063;Castilla-La Mancha;16064;CASAS DE GUIJARRO;0;CUENCA
2511;16;16;16064;Castilla-La Mancha;16065;CASAS DE HARO;0;CUENCA
2512;16;16;16065;Castilla-La Mancha;16066;CASAS DE LOS PINOS;0;CUENCA
2513;16;16;16066;Castilla-La Mancha;16067;CASASIMARRO;0;CUENCA
2514;16;16;16067;Castilla-La Mancha;16068;CASTEJON;0;CUENCA
2515;16;16;16068;Castilla-La Mancha;16069;CASTILLEJO DE INIESTA;0;CUENCA
2516;16;16;0;Castilla-La Mancha;16070;CASTILLE ROM;0;CUENCA
2517;16;16;16070;Castilla-La Mancha;16071;CASTILLEJO-SIERRA;0;CUENCA
2518;16;16;16071;Castilla-La Mancha;16072;CASTILLO-ALBARAÑEZ;0;CUENCA
2519;16;16;16072;Castilla-La Mancha;16073;CASTILLO DE GARCIMUÑOZ;1;CUENCA
2520;16;16;16073;Castilla-La Mancha;16074;CERVERA DEL LLANO;0;CUENCA
2521;16;16;16074;Castilla-La Mancha;16075;CIERVA (LA);0;CUENCA
2522;16;16;0;Castilla-La Mancha;16076;COLLADOS;0;CUENCA
2523;16;16;0;Castilla-La Mancha;16077;COLLIGA;0;CUENCA
2524;16;16;0;Castilla-La Mancha;16078;CUBILLO;1;CUENCA
2525;16;16;16079;Castilla-La Mancha;16080;CUEVA DEL HIERRO;0;CUENCA
2526;16;16;0;Castilla-La Mancha;16081;CUEVAS VELAS;0;CUENCA
2527;16;16;0;Castilla-La Mancha;16082;CULEBRAS;0;CUENCA
2528;16;16;0;Castilla-La Mancha;16083;CHILLARON CU;0;CUENCA
2529;16;16;16081;Castilla-La Mancha;16084;CHUMILLAS;0;CUENCA
2530;16;16;16082;Castilla-La Mancha;16085;ENGUIDANOS;9;CUENCA
2531;16;16;16083;Castilla-La Mancha;16086;FRESNEDA DE ALTAREJOS;0;CUENCA
2532;16;16;16084;Castilla-La Mancha;16087;FRESNEDA DE LA SIERRA;0;CUENCA
2533;16;16;16085;Castilla-La Mancha;16088;FRONTERA (LA);0;CUENCA
2534;16;16;16086;Castilla-La Mancha;16089;FUENTE DE PEDRO NAHARRO;0;CUENCA
2535;16;16;16087;Castilla-La Mancha;16090;FUENTELESPINO DE HARO;1;CUENCA
2536;16;16;16088;Castilla-La Mancha;16091;FUENTELESPINO DE MOYA;0;CUENCA
2537;16;16;16089;Castilla-La Mancha;16092;FUENTES;0;CUENCA
2538;16;16;0;Castilla-La Mancha;16093;FUENTESBUENA;0;CUENCA
2539;16;16;0;Castilla-La Mancha;16094;FUENTESCLARA;0;CUENCA
2540;16;16;16091;Castilla-La Mancha;16095;FUERTESCUSA;1;CUENCA
2541;16;16;16092;Castilla-La Mancha;16096;GABALDON;0;CUENCA
2542;16;16;16093;Castilla-La Mancha;16097;GARABALLA;0;CUENCA
2543;16;16;0;Castilla-La Mancha;16098;PUEBLA D. FR;0;CUENCA
2544;16;16;16094;Castilla-La Mancha;16099;GASCUEÑA;0;CUENCA
2545;16;16;16095;Castilla-La Mancha;16100;GRAJA DE CAMPALBO;0;CUENCA
2546;16;16;16096;Castilla-La Mancha;16101;GRAJA DE INIESTA;0;CUENCA
2547;16;16;16097;Castilla-La Mancha;16102;HENAREJOS;0;CUENCA
2548;16;16;16098;Castilla-La Mancha;16103;HERRUMBLAR (EL);0;CUENCA
2549;16;16;16099;Castilla-La Mancha;16104;HINOJOSA (LA);0;CUENCA
2550;16;16;16100;Castilla-La Mancha;16105;HINOJOSOS (LOS);0;CUENCA
2551;16;16;16101;Castilla-La Mancha;16106;HITO (EL);0;CUENCA
2552;16;16;16102;Castilla-La Mancha;16107;HONRUBIA;1;CUENCA
2553;16;16;16103;Castilla-La Mancha;16108;HONTANAYA;0;CUENCA
2554;16;16;16104;Castilla-La Mancha;16109;HONTECILLAS;0;CUENCA
2555;16;16;0;Castilla-La Mancha;16110;HORCAJADA TO;0;CUENCA
2556;16;16;16106;Castilla-La Mancha;16111;HORCAJO DE SANTIAGO;1;CUENCA
2557;16;16;16107;Castilla-La Mancha;16112;HUELAMO;2;CUENCA
2558;16;16;16108;Castilla-La Mancha;16113;HUELVES;0;CUENCA
2559;16;16;16109;Castilla-La Mancha;16114;HUERGUINA;0;CUENCA
2560;16;16;16110;Castilla-La Mancha;16115;HUERTA DE LA OBISPALIA;0;CUENCA
2561;16;16;16111;Castilla-La Mancha;16116;HUERTA DEL MARQUESADO;1;CUENCA
2562;16;16;16112;Castilla-La Mancha;16117;HUETE;1;CUENCA
2563;16;16;16113;Castilla-La Mancha;16118;INIESTA;0;CUENCA
2564;16;16;16904;Castilla-La Mancha;16119;FUENTENAVA DE JABAGA;1;CUENCA
2565;16;16;0;Castilla-La Mancha;16120;JABALERA;0;CUENCA
2566;16;16;16115;Castilla-La Mancha;16121;LAGUNA DEL MARQUESADO;2;CUENCA
2567;16;16;16116;Castilla-La Mancha;16122;LAGUNASECA;0;CUENCA
2568;16;16;16117;Castilla-La Mancha;16123;LANDETE;1;CUENCA
2569;16;16;16118;Castilla-La Mancha;16124;LEDAÑA;0;CUENCA
2570;16;16;16119;Castilla-La Mancha;16125;LEGANIEL;0;CUENCA
2571;16;16;0;Castilla-La Mancha;16126;LORANCA CAMP;0;CUENCA
2572;16;16;16121;Castilla-La Mancha;16127;MAJADAS (LAS);0;CUENCA
2573;16;16;16122;Castilla-La Mancha;16128;MARIANA;1;CUENCA
2574;16;16;16123;Castilla-La Mancha;16129;MASEGOSA;0;CUENCA
2575;16;16;0;Castilla-La Mancha;16130;MAZARULLEQUE;0;CUENCA
2576;16;16;0;Castilla-La Mancha;16131;MELGOSA;0;CUENCA
2577;16;16;16124;Castilla-La Mancha;16132;MESAS (LAS);0;CUENCA
2578;16;16;16125;Castilla-La Mancha;16133;MINGLANILLA;0;CUENCA
2579;16;16;16126;Castilla-La Mancha;16134;MIRA;0;CUENCA
2580;16;16;0;Castilla-La Mancha;16135;MOHORTE;0;CUENCA
2581;16;16;0;Castilla-La Mancha;16136;MONCALVILLO;0;CUENCA
2582;16;16;16128;Castilla-La Mancha;16137;MONREAL DEL LLANO;0;CUENCA
2583;16;16;16129;Castilla-La Mancha;16138;MONTALBANEJO;0;CUENCA
2584;16;16;16130;Castilla-La Mancha;16139;MONTALBO;0;CUENCA
2585;16;16;16131;Castilla-La Mancha;16140;MONTEAGUDO DE LAS SALINAS;1;CUENCA
2586;16;16;16132;Castilla-La Mancha;16141;MOTA DE ALTAREJOS;0;CUENCA
2587;16;16;16133;Castilla-La Mancha;16142;MOTA DEL CUERVO;4;CUENCA
2588;16;16;16134;Castilla-La Mancha;16143;MOTILLA DEL PALANCAR;5;CUENCA
2589;16;16;16135;Castilla-La Mancha;16144;MOYA;0;CUENCA
2590;16;16;0;Castilla-La Mancha;16145;NAHARROS;0;CUENCA
2591;16;16;16137;Castilla-La Mancha;16146;NARBONETA;0;CUENCA
2592;16;16;0;Castilla-La Mancha;16147;NAVALON;0;CUENCA
2593;16;16;16139;Castilla-La Mancha;16148;OLIVARES DE JUCAR;0;CUENCA
2594;16;16;16140;Castilla-La Mancha;16149;OLMEDA DE LA CUESTA;0;CUENCA
2595;16;16;16141;Castilla-La Mancha;16150;OLMEDA DEL REY;0;CUENCA
2596;16;16;16142;Castilla-La Mancha;16151;OLMEDILLA DE ALARCON;0;CUENCA
2597;16;16;16143;Castilla-La Mancha;16152;OLMEDILLA DE ELIZ;0;CUENCA
2598;16;16;0;Castilla-La Mancha;16153;OLMEDILLA CAM;0;CUENCA
2599;16;16;16145;Castilla-La Mancha;16154;OSA DE LA VEGA;0;CUENCA
2600;16;16;16146;Castilla-La Mancha;16155;PAJARON;0;CUENCA
2601;16;16;16147;Castilla-La Mancha;16156;PAJARONCILLO;0;CUENCA
2602;16;16;16148;Castilla-La Mancha;16157;PALOMARES DEL CAMPO;0;CUENCA
2603;16;16;16149;Castilla-La Mancha;16158;PALOMERA;5;CUENCA
2604;16;16;16150;Castilla-La Mancha;16159;PARACUELLOS;1;CUENCA
2605;16;16;16151;Castilla-La Mancha;16160;PAREDES;0;CUENCA
2606;16;16;16152;Castilla-La Mancha;16161;PARRA DE LAS VEGAS (LA);0;CUENCA
2607;16;16;16153;Castilla-La Mancha;16162;PEDERNOSO (EL);0;CUENCA
2608;16;16;16154;Castilla-La Mancha;16163;PEDROÑERAS (LAS);0;CUENCA
2609;16;16;16155;Castilla-La Mancha;16164;PERAL (EL);0;CUENCA
2610;16;16;16156;Castilla-La Mancha;16165;PERALEJA (LA);0;CUENCA
2611;16;16;16157;Castilla-La Mancha;16166;PESQUERA (LA);0;CUENCA
2612;16;16;16158;Castilla-La Mancha;16167;PICAZO (EL);0;CUENCA
2613;16;16;16159;Castilla-La Mancha;16168;PINAREJO;0;CUENCA
2614;16;16;16160;Castilla-La Mancha;16169;PINEDA DE GIGUELA;1;CUENCA
2615;16;16;16161;Castilla-La Mancha;16170;PIQUERAS DEL CASTILLO;0;CUENCA
2616;16;16;16162;Castilla-La Mancha;16171;PORTALRUBIO DE GUADAMEJUD;0;CUENCA
2617;16;16;16163;Castilla-La Mancha;16172;PORTILLA;0;CUENCA
2618;16;16;0;Castilla-La Mancha;16173;POVEDA OBISPO;0;CUENCA
2619;16;16;16165;Castilla-La Mancha;16174;POYATOS;2;CUENCA
2620;16;16;16166;Castilla-La Mancha;16175;POZOAMARGO;0;CUENCA
2621;16;16;16167;Castilla-La Mancha;16176;POZORRUBIO;0;CUENCA
2622;16;16;16908;Castilla-La Mancha;16177;POZORRUBIELOS DE LA MANCHA;0;CUENCA
2623;16;16;16169;Castilla-La Mancha;16178;POZUELO (EL);0;CUENCA
2624;16;16;16170;Castilla-La Mancha;16179;PRIEGO;1;CUENCA
2625;16;16;16171;Castilla-La Mancha;16180;PROVENCIO (EL);0;CUENCA
2626;16;16;16172;Castilla-La Mancha;16181;PUEBLA DE ALMENARA;0;CUENCA
2627;16;16;16174;Castilla-La Mancha;16182;PUEBLA DEL SALVADOR;0;CUENCA
2628;16;16;16175;Castilla-La Mancha;16183;QUINTANAR DEL REY;0;CUENCA
2629;16;16;16176;Castilla-La Mancha;16184;RADA DE HARO;0;CUENCA
2630;16;16;16177;Castilla-La Mancha;16185;REILLO;1;CUENCA
2631;16;16;0;Castilla-La Mancha;16186;RIBAGORDA;2;CUENCA
2632;16;16;0;Castilla-La Mancha;16187;RIBATAJADA;1;CUENCA
2633;16;16;0;Castilla-La Mancha;16188;RIBATAJADILLA;3;CUENCA
2634;16;16;16181;Castilla-La Mancha;16189;ROZALEN DEL MONTE;0;CUENCA
2635;16;16;0;Castilla-La Mancha;16190;RUBIELOS ALT;0;CUENCA
2636;16;16;0;Castilla-La Mancha;16191;RUBIELOS BAJ;0;CUENCA
2637;16;16;0;Castilla-La Mancha;16192;SACEDA DEL RIO;0;CUENCA
2638;16;16;16185;Castilla-La Mancha;16193;SACEDA-TRASIERRA;0;CUENCA
2639;16;16;0;Castilla-La Mancha;16194;SACEDONCILLO;0;CUENCA
2640;16;16;16186;Castilla-La Mancha;16195;SAELICES;0;CUENCA
2641;16;16;16187;Castilla-La Mancha;16196;SALINAS DEL MANZANO;0;CUENCA
2642;16;16;16188;Castilla-La Mancha;16197;SALMERONCILLOS;0;CUENCA
2643;16;16;16189;Castilla-La Mancha;16198;SALVACAÑETE;0;CUENCA
2644;16;16;16190;Castilla-La Mancha;16199;SAN CLEMENTE;6;CUENCA
2645;16;16;16191;Castilla-La Mancha;16200;SAN LORENZO DE LA PARRILLA;0;CUENCA
2646;16;16;16192;Castilla-La Mancha;16201;SAN MARTIN DE BONICHES;0;CUENCA
2647;16;16;16193;Castilla-La Mancha;16202;SAN PEDRO PALMICHES;2;CUENCA
2648;16;16;16194;Castilla-La Mancha;16203;SANTA CRUZ DE MOYA;2;CUENCA
2649;16;16;16195;Castilla-La Mancha;16204;SANTA MARIA DEL CAMPO RUS;0;CUENCA
2650;16;16;16196;Castilla-La Mancha;16205;SANTA MARIA DE LOS LLANOS;0;CUENCA
2651;16;16;16197;Castilla-La Mancha;16206;SANTA MARIA DEL VAL;0;CUENCA
2652;16;16;16198;Castilla-La Mancha;16207;SISANTE;0;CUENCA
2653;16;16;16199;Castilla-La Mancha;16208;SOLERA DE GABALDON;0;CUENCA
2654;16;16;0;Castilla-La Mancha;16209;SOTOCA;0;CUENCA
2655;16;16;16909;Castilla-La Mancha;16210;SOTORRIBAS;0;CUENCA
2656;16;16;16202;Castilla-La Mancha;16211;TALAYUELAS;2;CUENCA
2657;16;16;16203;Castilla-La Mancha;16212;TARANCON;3;CUENCA
2658;16;16;16204;Castilla-La Mancha;16213;TEBAR;0;CUENCA
2659;16;16;16205;Castilla-La Mancha;16214;TEJADILLOS;0;CUENCA
2660;16;16;16206;Castilla-La Mancha;16215;TINAJAS;0;CUENCA
2661;16;16;0;Castilla-La Mancha;16216;TOBAR;0;CUENCA
2662;16;16;0;Castilla-La Mancha;16217;TONDOS;0;CUENCA
2663;16;16;16209;Castilla-La Mancha;16218;TORRALBA;1;CUENCA
2664;16;16;0;Castilla-La Mancha;16219;TORRECILLA;0;CUENCA
2665;16;16;16211;Castilla-La Mancha;16220;TORREJONCILLO DEL REY;0;CUENCA
2666;16;16;16212;Castilla-La Mancha;16221;TORRUBIA DEL CAMPO;0;CUENCA
2667;16;16;16213;Castilla-La Mancha;16222;TORRUBIA DEL CASTILLO;0;CUENCA
2668;16;16;0;Castilla-La Mancha;16223;TORTOLA;0;CUENCA
2669;16;16;16215;Castilla-La Mancha;16224;TRAGACETE;5;CUENCA
2670;16;16;16216;Castilla-La Mancha;16225;TRESJUNCOS;0;CUENCA
2671;16;16;16217;Castilla-La Mancha;16226;TRIBALDOS;0;CUENCA
2672;16;16;16218;Castilla-La Mancha;16227;UCLES;2;CUENCA
2673;16;16;16219;Castilla-La Mancha;16228;UÑA;6;CUENCA
2674;16;16;0;Castilla-La Mancha;16229;VALDECABRAS;0;CUENCA
2675;16;16;16906;Castilla-La Mancha;16230;VALDECOLMENAS (LOS);0;CUENCA
2676;16;16;0;Castilla-La Mancha;16231;VALDECOL ARR;0;CUENCA
2677;16;16;16902;Castilla-La Mancha;16232;VALDETORTOLA;0;CUENCA
2678;16;16;16224;Castilla-La Mancha;16233;VALDEMECA;0;CUENCA
2679;16;16;16225;Castilla-La Mancha;16234;VALDEMORILLO DE LA SIERRA;0;CUENCA
2680;16;16;0;Castilla-La Mancha;16235;VALDEMORILLO DEL REY;0;CUENCA
2681;16;16;16227;Castilla-La Mancha;16236;VALDEMORO-SIERRA;0;CUENCA
2682;16;16;16228;Castilla-La Mancha;16237;VALDEOLIVAS;0;CUENCA
2683;16;16;16903;Castilla-La Mancha;16238;VALERAS (LAS);0;CUENCA
2684;16;16;0;Castilla-La Mancha;16239;VALERIA;0;CUENCA
2685;16;16;16231;Castilla-La Mancha;16240;VALHERMOSO DE LA FUENTE;0;CUENCA
2686;16;16;0;Castilla-La Mancha;16241;VALPARAI ABA;0;CUENCA
2687;16;16;0;Castilla-La Mancha;16242;VALPARAI ARR;0;CUENCA
2688;16;16;16234;Castilla-La Mancha;16243;VALSALOBRE;0;CUENCA
2689;16;16;0;Castilla-La Mancha;16244;VALTABLADO B;0;CUENCA
2690;16;16;16236;Castilla-La Mancha;16245;VALVERDE DE JUCAR;2;CUENCA
2691;16;16;16237;Castilla-La Mancha;16246;VALVERDEJO;0;CUENCA
2692;16;16;16238;Castilla-La Mancha;16247;VARA DE REY;1;CUENCA
2693;16;16;16239;Castilla-La Mancha;16248;VEGA DEL CODORNO;0;CUENCA
2694;16;16;16240;Castilla-La Mancha;16249;VELLISCA;0;CUENCA
2695;16;16;0;Castilla-La Mancha;16250;VENTOSA;0;CUENCA
2696;16;16;0;Castilla-La Mancha;16251;VERDELPINO H;0;CUENCA
2697;16;16;16242;Castilla-La Mancha;16252;VILLACONEJOS DE TRABAQUE;0;CUENCA
2698;16;16;16243;Castilla-La Mancha;16253;VILLAESCUSA DE HARO;1;CUENCA
2699;16;16;16244;Castilla-La Mancha;16254;VILLAGARCIA DEL LLANO;0;CUENCA
2700;16;16;16245;Castilla-La Mancha;16255;VILLALBA DE LA SIERRA;7;CUENCA
2701;16;16;16246;Castilla-La Mancha;16256;VILLALBA DEL REY;0;CUENCA
2702;16;16;16247;Castilla-La Mancha;16257;VILLALGORDO DEL MARQUESADO;0;CUENCA
2703;16;16;16248;Castilla-La Mancha;16258;VILLALPARDO;0;CUENCA
2704;16;16;16249;Castilla-La Mancha;16259;VILLAMAYOR DE SANTIAGO;0;CUENCA
